id,name,description,latitude,longitude,province,location,tags
3418,Rara National Park,"Rara National Park, established in 1976, is Nepal's smallest national park, covering 106 square kilometers in the Mugu and Jumla districts of northwestern Nepal. The park's centerpiece is Rara Lake, the largest lake in Nepal, situated at an elevation of 2,990 meters. This oval-shaped lake spans approximately 5 kilometers in length and 3 kilometers in width, with a maximum depth of 167 meters. 

Biodiversity

The park boasts a rich array of flora and fauna:

- Vegetation: The landscape features coniferous forests dominated by blue pine, interspersed with rhododendron, juniper, spruce, oak, and cypress at elevations around 3,000 meters. Higher altitudes are characterized by fir, spruce, and pine forests. 

- Mammals: The park is home to species such as musk deer, Himalayan black bear, Indian leopard, jackal, Himalayan tahr, yellow-throated marten, otter, dhole, gray langur, rhesus macaque, and red panda. 

- Birds: A total of 241 bird species have been recorded, including 49 wetland species. Notable species include coots, great-crested grebe, black-necked grebe, red-crested pochard, mallard, common teal, common merganser, Himalayan snowcock, chukar partridge, Himalayan monal, kalij pheasant, and blood pheasant. 

- Fish: The lake is inhabited by three endemic species of snow trout: Schizothorax nepalensis, Schizothorax rarensis, and Schizothorax macropthalus. 

Activities

Visitors to Rara National Park can engage in various activities:

- Trekking: The park offers trekking opportunities, with routes accessible from Jumla or Surkhet. The trek from Jumla to Rara Lake typically takes about 2.5 days, while the journey from Surkhet can take up to 10 days. 

- Birdwatching: The diverse avian population makes it a prime location for birdwatching, especially during the migratory seasons.

- Horse Riding and Mountain Biking: These activities are available for exploring the park's scenic landscapes.

- Boating: Boating on Rara Lake allows visitors to experience the serene environment from the water.

Best Time to Visit

The optimal times to visit Rara National Park are during the pre-monsoon and post-monsoon seasons:

- February to April: These months offer clear skies and moderate temperatures, ideal for trekking and wildlife viewing.

- October to November: This period provides pleasant weather and is suitable for various activities within the park. 

Access and Accommodation

Reaching Rara National Park involves a combination of air and land travel:

- By Air: Fly from Kathmandu to Nepalgunj (approximately 1 hour), then take a flight to Talcha Airport near the park. From Talcha, it's a 2-hour trek to Rara Lake. 

- By Road: Travel from Kathmandu to Surkhet by road (approximately 10 days), then trek to the park. 

Accommodation options within the park are limited. Visitors are advised to arrange camping or lodge stays in advance. It's recommended to coordinate with local trekking agencies for permits, guides, and logistical support. 

Conservation Efforts

Rara National Park is managed by the Department of National Parks and Wildlife Conservation, with support from the Nepal Army. Conservation challenges include overgrazing, deforestation, and pollution, which are being addressed through various initiatives to preserve the park's unique ecosystem. 
",29.5238567,82.0788445,Karnali Province,"G3FH+GGX Rara Lake Rara 21100,Nepal.","national park,wildlife sanctuary,natural beauty."
3422,Rastriya Majhi Sangrahalaya,"

Rastriya Majhi Sangrahalaya, located in Madhuwan, Nepal, is dedicated to preserving and showcasing the customs, art, artifacts, and culture of the Majhi community. The museum houses a collection of tools and items used in Majhi rituals, including boats, fishing nets, and dhoksa, reflecting the community's traditional lifestyle. 

The Majhi community, numbering over 111,000 individuals, resides across 43 local levels in 63 districts of Nepal. The museum serves as a cultural hub, aiming to educate the younger generation about their heritage and identity. 

",26.6654584,87.0703713,Koshi Province,"M38C+928 Madhuwan Sunsari District,Nepal.","museum,cultural heritage,tourist attraction."
3425,Rasuwagadhi Fort,"Rasuwagadhi Fort, also known as Rasuwa Gadhi, is a historical fortification located in the Rasuwa District of Nepal, near the border with Tibet, China. Situated along the Trishuli River, approximately 3 kilometers north of the town of Timure, the fort offers visitors a glimpse into Nepal's rich history and strategic significance. 

Historical Significance: Rasuwagadhi Fort has played a crucial role in Nepal's defense and trade routes, especially during the medieval period. Its strategic location near the Tibet border made it a vital point for controlling access and monitoring movements between Nepal and Tibet. The fort's ruins today stand as a testament to its historical importance.",28.2778206,85.3775422,Bagmati Province,"Naepalai Bhamsara Karyalaya, 45000, Nepal","historic site,cultural heritage,tourist attraction"
3426,Ratan Khola Waterfall,"Ratan Khola Waterfall, located near Chyamrangbesi in the Besisahar area of Nepal, is a picturesque destination known for its natural beauty and serene environment. The waterfall is situated along the Ratan Khola (Ratan River), offering visitors a refreshing experience amidst lush greenery.To reach Ratan Khola Waterfall, visitors typically travel from Besisahar, the district headquarters of Lamjung District. From Besisahar, a short drive or hike leads to Chyamrangbesi, where the waterfall is located. The journey offers scenic views of the surrounding landscapes, including the Annapurna range.",27.4718597,85.4463316,Bagmati Province,"FCCW+PG, Chyamrangbesi Besisahar 45200, Nepal","hiking,natural beauty,recreation area"
3427,Ratna Park,"Ratna Park, situated in the heart of Kathmandu, Nepal, is a cherished green space that offers a tranquil retreat amidst the city's vibrant atmosphere. Established in honor of Queen Ratna, the wife of King Mahendra, the park serves as a central hub for both locals and tourists seeking relaxation and leisure. 

Covering approximately 22,000 square meters, Ratna Park features well-maintained gardens, winding pathways, and a central fountain, creating a serene environment for visitors. The park is adorned with lush gardens, winding pathways, and a collection of native plants, making it an ideal spot for relaxation or a leisurely stroll. 

Beyond its natural beauty, Ratna Park is a vibrant social hub. The surrounding area is lined with shops and food stalls, offering a variety of local snacks and refreshments. Visitors can often find families enjoying picnics, couples taking romantic walks, or tourists simply resting on benches while soaking in the surroundings. 

Ratna Park's central location, nestled between Rani Pokhari and Tudikhel, makes it easily accessible and a popular destination for those looking to experience the hustle and bustle of Kathmandu while enjoying a peaceful environment. 

Whether you're seeking a peaceful retreat, a family outing, or a picturesque location for photographs, Ratna Park is a delightful destination that encapsulates the natural beauty and cultural heritage of Nepal.",27.7060531,85.3148081,Bagmati Province,"Ratna Park Path, Kathmandu 44600, Nepal","park,recreation,natural beauty"
3430,Ratnakar Mahabihar,"

Ratnakar Mahabihar, also known as Ratnakar Mahavihar, is a significant Buddhist monastery located in the heart of Lalitpur (Patan), Nepal. Situated near the historic Durbar Square, it stands as a testament to the rich cultural and religious heritage of the Kathmandu Valley. 

Historical Significance: 
Constructed between the 16th and 17th centuries, Ratnakar Mahabihar is one of the prominent Bahals (Buddhist monasteries) in Patan. It has preserved its traditional Newar architecture, featuring intricately carved wooden windows, doors, and facades, reflecting the artistic excellence of the era. 

Visitor Experience: 
- Cultural Hub: The monastery serves as a center for religious activities, meditation, and education, offering visitors a serene environment to immerse themselves in Buddhist spirituality and culture. 
- Architectural Marvel: Visitors can admire the traditional Newar architecture, with its detailed woodwork and artistic designs that showcase the craftsmanship of the period. 
- Living Goddess Kumari: Ratnakar Mahabihar is associated with the tradition of the Living Goddess, known as the Kumari. The Kumari resides in a magnificent, intricately carved three-floored wooden and tile temple, where she performs her daily rituals. This temple, known as the Kumari Chhen or Kumari Ghar, is located on the southern end of Basantapur Durbar Square. 

Nearby Attractions: 
- Patan Durbar Square: A UNESCO World Heritage Site, this historic square is home to numerous temples, shrines, and palaces, reflecting the architectural grandeur of the Malla period. 
- Mahabouddha Temple: Known as the 'Temple of a Thousand Buddhas,' this temple is renowned for its unique terracotta architecture and intricate carvings. 


",27.67378226,85.32173948,Bagmati Province,"Patan Durbar Square, Lalitpur 44700, Nepal","buddhist monastery,historic site,cultural heritage"
3432,Rato Machchhindranath Jatra,"The Rato Machhindranath Jatra is a significant and vibrant chariot festival held annually in Patan, Nepal. Dedicated to Machhindranath, the rain god, this festival is one of the oldest and most revered in the Kathmandu Valley. 

Festival Highlights:

- Chariot Procession:The festival features a grand procession where a massive chariot, constructed from bamboo and wood, is pulled through the narrow streets of Patan by devotees. This procession can last up to a month, traversing various parts of the city. 

- Bhoto Jatra:The festival culminates with the Bhoto Jatra, a ceremony where a bejeweled vest (bhoto) is displayed to the public, symbolizing the deity's blessings. 

Cultural Significance:

The Rato Machhindranath Jatra is deeply rooted in the cultural and religious traditions of the Kathmandu Valley. It is believed to have started in the 11th century and is considered a plea for generous rains, as Machhindranath is revered as the 'Rain God.' 

Visitor Experience:

- Cultural Immersion: Visitors can witness traditional rituals, music, and dance performances, offering a deep insight into Nepalese culture and religious practices.

- Photography:The vibrant processions, intricate chariot designs, and enthusiastic participation provide excellent opportunities for photography enthusiasts.

- Local Cuisine:The festival areas are lined with stalls offering traditional Nepali snacks and beverages, allowing visitors to savor local flavors.

Best Time to Visit:

The Rato Machhindranath Jatra typically takes place in April or early May, just before the monsoon season. This timing is ideal for experiencing the festival's grandeur and cultural richness. 



",27.6587522,85.32471808,Bagmati Province,"Patan Durbar Square, Lalitpur 44700, Nepal","festival,cultural heritage,tourist attraction"
3433,Rato Machchhindranath Mandir,"The Rato Machchhindranath Mandir is a significant religious site located in a large courtyard called Ta Baha, about 400 meters south of Patan's (Lalitpur's) Darbar Square. This temple is dedicated to Machhendranath (also known as Matsyendra), a prominent yogi from the 10th century, who considered the god Shiva his teacher and practiced in the Indic regions of that era. 

The current temple, built in 1673, is situated on the foundations of earlier temples dating back to the 15th century. It features a towering Newar-style pagoda with three declining roofs, each covered in sheet metal (possibly copper). The structure is supported by 20 struts on the first and second levels, and 12 on the upper level. Each of the 52 struts is adorned with depictions of Avalokitevara, a bodhisattva, shown in different poses, with some of the figures featuring multiple sets of arms. At the lower registers of the struts, there are miniature scenes illustrating scenarios from Buddhist hells, such as people being boiled alive. Other vignettes show more peaceful scenes with deities supporting Avalokitevara. 

The north-facing side of the temple is decorated with an array of pots and pans mounted to tables in a gravity-defying manner, a typical feature of Newar pagodas. A long pataka strip, hanging from the top of the temple to nearly ground level, allows the deity to descend to earth during rituals, adding to the temple's spiritual significance and awe-inspiring design.",27.67034035,85.32287657,Bagmati Province,"Ta Baha Courtyard, Patan 44700, Nepal","hindu temple,buddhist site,cultural landmark"
3436,Raulakedar Temple,"The Raulakedar Temple, also known as Kedar Temple, is a revered Hindu shrine situated in the Surnaya-2 area of Baitadi District, Nepal. Dedicated to Lord Shiva, the temple holds significant religious importance for the local Hindu community. 

Historical and Cultural Significance:

While the exact age of the Raulakedar Temple is not definitively known, it is believed to be approximately 1,500 years old. The temple is situated at an altitude of about 3,500 meters above sea level, offering a serene and picturesque environment. The surrounding area is characterized by lush greenery and natural beauty, making it a tranquil destination for both pilgrims and nature enthusiasts. 

Religious Practices and Beliefs:

Devotees visit the Raulakedar Temple to offer prayers and seek blessings, especially during significant Hindu festivals. The temple is believed to protect the land from natural disasters and agricultural challenges, such as soil erosion and crop damage from animals. Local traditions emphasize the importance of offering the first harvest of the season to the deity before consuming it, reflecting the community's deep-rooted spiritual practices. 

Visitor Experience:

Visitors to the Raulakedar Temple can immerse themselves in traditional Hindu rituals and ceremonies, gaining insight into the local customs and practices. The temple's serene surroundings provide a peaceful retreat, allowing for reflection and spiritual rejuvenation. The area is also known for its natural beauty, with opportunities for exploration and appreciation of the Himalayan landscape.

Best Time to Visit:

The temple is open year-round, with peak visitation during major Hindu festivals such as Dashain and Tihar. The surrounding area is particularly picturesque during the winter season when snowfall enhances the temple's beauty. 

",29.5185787,80.4688061,Sudurpashchim Province,"Khalanga 10200, Nepal","hindu temple,religious site,natural beauty"
3447,Republic Memorial,"

The Republic Memorial, also known as Ganatantra Smarak, is a significant landmark situated within the premises of the Narayanhiti Palace Museum in Kathmandu, Nepal. This memorial commemorates the individuals who contributed to the establishment of Nepal as a republic, marking the end of the monarchy.

Location and Significance

Located at Narayanhiti Palace Museum, the Republic Memorial stands as a tribute to those who played pivotal roles in Nepal's transition to a republic. The memorial features a museum gallery with photographic exhibits chronicling Nepal's democratic movements during different periods of history. 

Design and Features

The memorial includes a book-like stone art installation, symbolizing the Federal Republic constitution of Nepal. Additionally, the area contains an auditorium that serves as a gallery space, with photographs and significant events carved on the walls, providing visitors with a comprehensive understanding of Nepal's democratic journey. 

Visiting Information

The Republic Memorial is open to the public and offers a profound insight into Nepal's political history. Visitors can explore the exhibits and learn about the nation's path to becoming a republic.

",27.7151392,85.3239018,Bagmati Province,"Narayanhiti Path, Kathmandu 44600, Nepal","monument,historic site,cultural landmark"
3454,Resunga Foot Trail,"The trail leads to Resunga Hill, a significant historical site featuring a temple dedicated to the goddess Resunga Devi, believed to have been built in the 14th century. The hill offers panoramic views of the surrounding Himalayas, making it a favored spot for sunrise and sunset observations.",28.065847,83.2718422,Lumbini Province,"378C+8PP Resunga Gulmi District,Nepal.","temple,hiking,natural beauty."
3456,Resunga Viewtower,"The trail also features a view tower that provides expansive vistas of the surrounding landscapes, including the Himalayas and the town of Tamghas. This spot is ideal for photography and enjoying the natural surroundings.",28.0631309,83.267143,Lumbini Province,"3778+6R Resunga Gulmi District,Nepal.","tourist attraction,natural beauty,recreation area."
3457,Resunga Yagyashala Mandir,"The trail leads to Resunga Hill, a significant historical site featuring a temple dedicated to the goddess Resunga Devi, believed to have been built in the 14th century. The hill offers panoramic views of the surrounding Himalayas, making it a favored spot for sunrise and sunset observations. Along the trail, hikers can visit the Yagyashala Mandir, a place where Vedic rituals and ceremonies are conducted. This site provides insight into traditional Hindu practices and offers a serene environment for reflection.",28.0646604,83.269537,Lumbini Province,"3779+VR7 Resunga Gulmi District,Nepal.","hindu temple,historic site,cultural heritage."
3458,Resunga Daha Waterfall,"the Daha Waterfall is located in the Resunga area of the Gulmi district in Nepal. Situated approximately 12 kilometers from the town center, Gaighat, the waterfall cascades from a height of 144 meters, making it one of the tallest waterfalls in Nepal. The surrounding forest and mountain views add to the beauty of the waterfall, making it an ideal location for a picnic or a refreshing swim.",28.0778619,83.2533636,Lumbini Province,"37H3+48X Resunga Gulmi District,Nepal.","waterfall,natural beauty,recreation area."
3459,Reva Art Gallery,"Reva Art Gallery, located at M8GG+3CC Durbar Square, Lalitpur 44600, Nepal, is a renowned art establishment offering a diverse range of artistic experiences. The gallery specializes in portrait charcoal, oil paintings, and landscapes in acrylic and oil mediums.",27.6752292,85.3258866,Bagmati Province,"M8GG+3CC Durbar Square Lalitpur,Nepal.","art gallery,museum,cultural hub."
3464,Ridi Bazaar,"Ridi Bazaar is a vibrant market town located at the confluence of the Kali Gandaki and Ridi Khola rivers in the Gulmi district of Nepal. Situated approximately 12 kilometers from the district headquarters, Gaighat, Ridi Bazaar serves as a central hub for both locals and pilgrims visiting the area.",27.9372851,83.4341713,Lumbini Province,"WCPM+VM9 Tansen-Ridi-Tamghas Road Rauurauu 32600,Nepal.","tourist attraction,cultural hub,historic site."
3467,Rincheling Thanka Gallery and Art School,"Rincheling Thangka Gallery and Art School, situated on Boudha Road in Kathmandu, Nepal, is a renowned establishment dedicated to the creation and preservation of traditional Tibetan thangka paintings. Established in 1976, the school has become a significant center for both the production and education of thangka art, adhering to Mahayana and Vajrayana Buddhist traditions. 

Visitors to Rincheling Thangka Gallery can observe the meticulous process of thangka creation, which involves intricate hand-painting techniques and the use of natural pigments. The gallery offers a diverse collection of thangkas, including depictions of deities, mandalas, and scenes from Buddhist teachings. These artworks serve as both spiritual tools for meditation and valuable cultural artifacts. 

The gallery also functions as an art school, providing instruction to aspiring artists in the traditional methods of thangka painting. Under the guidance of experienced instructors, students learn the philosophical and artistic principles underlying thangka art, ensuring the continuation of this ancient craft.",27.722027,85.362487,Bagmati Province,"Boudha Rd Kathmandu 44602,Nepal.","art gallery,cultural heritage,tourist attraction."
3469,Rishikesh Temple,"The Rishikesh Temple, situated in Ruru Kshetra (also known as Ridi) in southwestern Nepal's Palpa District, is a revered Hindu pilgrimage site. Constructed in the Gumbaj architectural style, the temple houses a 3 feet 9 inch tall idol of Lord Vishnu and Garudh, with the idol of Rishikesh formed in natural stone comprising sankha, chakra, gada, and padhma. Established by King Mukund Sen, the first king of Palpa, the temple attracts numerous devotees, especially during the annual Ridi Mela held during Maghe Sankranti. Visitors can also explore nearby caves and enjoy the serene confluence of the Kali Gandaki and Ridi rivers.",27.93455231,83.43726955,Gandaki Province,"Ruru Kshetra Palpa District,Nepal.","hindu temple,historic site,cultural heritage."
3471,Rock Edict (Chattahna Abhilekha),"

The Rock Edict, known locally as ""Chattahna Abhilekha,"" is a significant historical site located in the Mahamanjushree Nagar area of Nepal. This edict is part of the series of inscriptions commissioned by Emperor Ashoka of the Maurya Empire during his reign from 268 to 232 BCE. These inscriptions, known as the Edicts of Ashoka, were carved on rocks and pillars across the Indian subcontinent, including regions of present-day Nepal, India, Bangladesh, Afghanistan, and Pakistan. 

The edicts primarily focus on moral and ethical guidelines, promoting values such as non-violence, tolerance, and respect for all living beings. They also emphasize the importance of social welfare and the well-being of the populace. The Rock Edict in Mahamanjushree Nagar is one of the many that reflect Ashoka's commitment to spreading the principles of Dhamma (righteousness) throughout his empire. 

Visitors to the site can observe the ancient inscriptions, which offer valuable insights into the historical and cultural context of the Mauryan period. The edict serves as a testament to Ashoka's efforts in promoting ethical governance and social harmony. Exploring this site provides a unique opportunity to connect with Nepal's rich historical heritage and the broader narrative of ancient Indian history.",27.6684711,85.4905084,Bagmati Province,"MF9R+95X Mahamanjushree Nagar,Kathmandu,Nepal.","historic site,cultural heritage,tourist attraction."
3472,Rock Garden Rolpa,"

The Rock Garden in Rolpa, Nepal, is a scenic park situated at an elevation of approximately 3,200 meters above sea level on Satdobato Hill in the Khumel area of Rolpa Municipality-3. Located about 12 kilometers east of the district headquarters, Liwang, the garden has become a popular destination for both locals and tourists seeking recreation and panoramic views. 

Visitors to the Rock Garden can enjoy a variety of experiences, including leisurely walks, picnics, and photography, all while taking in the breathtaking vistas of surrounding mountains such as Annapurna, Machhapuchhre, Sisne, Jaljala, and Dhaulagiri. The area is also known for its unique geography and changing temperatures, making it an attractive spot for nature enthusiasts. 

The garden is open daily from 10:00 AM to 5:00 PM, offering ample time for visitors to explore and appreciate its natural beauty. 



",28.2674462,82.6657419,Lumbini Province,"7M88+X7H Satdobato Hill Rolpa Municipality-3,Nepal.","park,recreation,natural beauty."
3475,Rohini River Dam Site,"

The Rohini River Dam in Tilottama, Nepal, is a significant infrastructure project aimed at enhancing irrigation and flood control in the region. Initiated under the Rohini Irrigation Project, the dam is designed to irrigate over 4,000 hectares of agricultural land across Devdaha Municipality, Tilottama Municipality, Omsatiya Rural Municipality, and Rohini Rural Municipality. The project also envisions promoting tourism by developing a 3,600-meter-wide water reservoir suitable for boating activities. However, the construction has faced challenges, including environmental concerns and budget constraints, leading to delays in its completion. 

For visitors interested in exploring the area, the dam's surroundings offer scenic views of the Rohini River and the lush landscapes of the Terai region. The nearby town of Tilottama is known for its rich cultural heritage and historical sites, including the Rishikesh Temple, a revered Hindu pilgrimage site. While the dam itself is primarily an infrastructure project, the area provides opportunities for eco-tourism and cultural exploration.
",27.5864501,83.5462749,Lumbini Province,"HGPW+HG Tailaotatamaa Tilottama Municipality,Nepal.","dam,tourist attraction,infrastructure landmark."
3476,Rohini River Site Park,"Rohini River Site Park, situated in Daewadaha Nagar Palika, Nepal, is a serene destination for nature enthusiasts and travelers seeking tranquility. The park is nestled along the banks of the Rohini River, offering picturesque views of the flowing waters and the surrounding landscape. Visitors can enjoy leisurely walks, birdwatching, and picnics amidst the lush greenery. The area is also home to diverse flora and fauna, making it a haven for wildlife enthusiasts. Whether you're looking to relax by the river, explore the natural beauty, or immerse yourself in the local environment, Rohini River Site Park provides a peaceful retreat away from the hustle and bustle of city life.",27.6073691,83.5495713,Lumbini Province,"JG4X+WRW, Daewadaha Nagar Palika 32900, Nepal","park,recreation,natural beauty"
3477,Rolpa Sunchhahari Jharana,"Sunchhahari Waterfall, also known as the Golden Waterfall of Rolpa, is a prominent natural attraction located in the Sunchhahari area of Rolpa District, Nepal. This waterfall is renowned for its impressive height and the picturesque landscapes that surround it.

Location and Accessibility

Situated in the Sunchhahari Gaupalika region, the waterfall is accessible via a trek from the nearby town of Jiri. The journey to the waterfall offers trekkers an opportunity to experience the serene beauty of the Rolpa District, characterized by its lush greenery, diverse flora and fauna, and traditional villages.

Trekking Experience

The trek to Sunchhahari Waterfall is considered moderately challenging, making it suitable for trekkers with a reasonable level of fitness. Along the way, trekkers can enjoy panoramic views of the surrounding hills and valleys, providing a refreshing escape from urban life.

Best Time to Visit

The ideal time to visit Sunchhahari Waterfall is during the dry seasons, typically from October to April, when the weather is clear and the trekking paths are accessible. During the monsoon season, the trails can become slippery and challenging due to heavy rainfall.

Cultural Significance

The Sunchhahari area is home to various ethnic communities, each with its unique traditions and lifestyles. Visitors to the waterfall can also explore the local culture, interact with the residents, and gain insights into the traditional way of life in this part of Nepal.",28.4189129,82.5070878,Karnali Province,"CG94+HR8, Taalabang 22100, Nepal","waterfall,hiking,natural beauty"
3478,Rolpa View,"Rolpa View is a notable tourist attraction situated along Sworgadwari Road in the Masaina area of Rolpa District, Nepal. This vantage point offers visitors panoramic views of the surrounding landscapes, including the majestic Himalayas and the verdant hills that characterize the region.",28.1708147,82.5770992,Karnali Province,"5HCG+8RH, Sworgadwari Road, Masaina 22100, Nepal","viewpoint,tourist attraction,natural beauty"
3482,Roshan Art Gallery,"Roshan Art Gallery, located in Dhangadhi, Nepal, is a vibrant hub for art enthusiasts and aspiring artists. The gallery offers a variety of experiences, including art classes, workshops, and exhibitions, fostering a creative community in the region. Visitors can explore diverse art forms, from traditional Nepali styles to contemporary pieces, and engage with local artists. Whether you're looking to enhance your artistic skills or appreciate the rich cultural expressions of Nepal, Roshan Art Gallery provides a welcoming space for all.",28.7066993,80.5897058,Sudurpashchim Province,"Dhangadhi 10900, Nepal","art gallery,cultural hub,tourist attraction"
3483,Roshi Jharana,"

Roshi Jharana, also known as Panchakanya Jharana, is a picturesque waterfall located near Panauti in the Kavrepalanchok District of Nepal. This serene spot is a popular destination for nature lovers and travelers seeking a tranquil retreat.

Location and Accessibility

Situated approximately 20 kilometers southeast of Kathmandu, Roshi Jharana is easily accessible by road. Visitors can reach the site via a short drive from Panauti, followed by a brief walk through the lush greenery. The area is well-marked, making it convenient for travelers to find.

Attractions and Activities

The main attraction is the cascading waterfall, which creates a natural pool at its base. The cool, clear waters are inviting, especially during the warmer months. The surrounding area offers opportunities for picnics, photography, and relaxation amidst nature. The tranquil environment makes it an ideal spot for meditation and unwinding.

Best Time to Visit

The ideal time to visit Roshi Jharana is during the dry season, from October to April, when the weather is pleasant, and the trails are accessible. During the monsoon season, the waterfall is at its fullest, but the trails can be slippery, so caution is advised.

Nearby Attractions

While in the area, visitors can explore the historic town of Panauti, known for its rich cultural heritage and ancient temples. The confluence of the Rosi and Punyamati rivers in Panauti is considered a sacred site, and the town hosts the annual Panauti Jatra, a vibrant festival celebrated with chariot processions and traditional dances. 

Visitor Information

There are no formal entry fees for visiting Roshi Jharana. However, it's advisable to carry essentials like water, snacks, and a first-aid kit. The area is relatively undeveloped, so visitors should be prepared for basic facilities. It's recommended to check local weather conditions before planning your trip.



",27.5585112,85.4617935,Bagmati Province,"Panauti 45200, Nepal","waterfall,natural beauty,picnic spot"
3485,Royal Beach Camp,"

Royal Beach Camp, situated along the Trishuli River in Khatauti Khola, Dhading, Nepal, is a premier eco-adventure destination offering a variety of outdoor activities. Established in 2006, the camp is strategically located approximately halfway between Kathmandu, Pokhara, and Chitwan, making it an accessible retreat for both locals and tourists. 

The camp provides a range of adventure sports, including rafting, canyoning, and kayaking, catering to both beginners and experienced enthusiasts. They offer weekend packages that include rafting trips on the Trishuli River, with options for multi-day expeditions. Additionally, the camp conducts kayaking courses and family-friendly adventure packages, ensuring a comprehensive experience for all visitors. 

Beyond adventure sports, Royal Beach Camp emphasizes eco-tourism and community engagement. They employ and train local youth, enhancing their professional and social skills, and contribute to the local economy by promoting sustainable tourism practices. 

",27.7989708,84.7237705,Bagmati Province,"Khatauti Khola, Dhading Charundi 44200,Nepal","eco-adventure,tourist attraction,recreation area"
3490,Ruby Valley,"

Ruby Valley, located in the Dhading District of Nepal, is renowned for its natural beauty and cultural richness. The valley is home to diverse ethnic communities, including Tamang, Gurung, and Magar, each with their unique traditions and lifestyles. The area is also known for its rich biodiversity, including endangered species like the red panda. 

While Ruby Valley is celebrated for its trekking routes and scenic landscapes, it also has a vibrant art scene. Local artists and galleries showcase traditional and contemporary Nepali art, offering visitors a chance to experience the region's cultural heritage. One such establishment is Aita Art Gallery, which features watercolor landscapes, acrylic paintings on canvas, mandala art, and sketches.",28.1637243,85.0580965,Bagmati Province,"5375+F6Q Dhading District 45100,Nepal","trekking,cultural heritage,natural beauty"
3492,Rudra Lake,"

Rudra Lake, also known as Gaja Daha, is a serene freshwater lake situated at an elevation of approximately 2,480 meters above sea level in the Baglung District of Nepal. Located near the village of Damek, this tranquil spot is renowned for its pristine waters and the absence of leaves on its surface, a phenomenon attributed to local beliefs that birds keep the lake clean. 

The lake is surrounded by lush forests, providing a habitat for diverse wildlife, including deer, wild boar, common leopards, peacocks, and the Himalayan Monal (Danphe). Visitors can enjoy the natural beauty, engage in cultural and religious fairs, and explore nearby attractions such as the Gaja Dhuri and Beldhunga areas. The region is also known for its trekking routes connecting Baglung, Gulmi, and Myagdi districts. 

",28.2774326,83.581615,Gandaki Province,"7HGJ+XJH Baglung 33300,Nepal","lake,natural beauty,tourist attraction"
3493,Rudrabarna Mahabihar (Uku Bahal),"

Rudrabarna Mahabihar, also known as Uku Bahal, is a historic Buddhist monastery situated in Patan, Nepal. Located south of Patan Durbar Square, this monastery is renowned for its well-preserved Newar Buddhist architecture and rich cultural heritage.

Historical Significance

The monastery was established by King Sivadev I of the Lichhavi dynasty and has been referenced in various ancient texts. It holds cultural and religious importance for the local Newar community, particularly the Shakya clan, who perform daily worship rituals here. Notably, every male member of the Shakya clan is required to serve as a priest at the bihar for at least two weeks once in his lifetime.

Architectural Features

Rudrabarna Mahabihar is distinguished by its exquisite architecture, including:

- A central courtyard adorned with a large white stupa.

- Four corners featuring statues of deities.

- A spacious courtyard called Tago Chiba, surrounded by rows of houses, creating a communal atmosphere.

The monastery is also home to numerous metal artworks and intricately carved windows, reflecting the artistic prowess of the Newar community.

Visitor Experience

Visitors to Rudrabarna Mahabihar can explore its serene courtyards, observe traditional rituals, and appreciate the intricate craftsmanship of the Newar artisans. The monastery offers a glimpse into the spiritual and cultural life of the local community.



A visit to Rudrabarna Mahabihar provides a profound insight into Nepal's Buddhist heritage and the enduring traditions of the Newar people.",27.66820681,85.32719443,Bagmati Province,"Patan Durbar Square Lalitpur,Nepal","buddhist monastery,historic site,cultural heritage"
3494,Rudraman Gurung Memorial Park,"

Rudrabarna Mahabihar, also known as Uku Bahal, is a historic Buddhist monastery situated in Patan, Nepal. Located south of Patan Durbar Square, this monastery is renowned for its well-preserved Newar Buddhist architecture and rich cultural heritage.

Historical Significance

The monastery was established by King Sivadev I of the Lichhavi dynasty and has been referenced in various ancient texts. It holds cultural and religious importance for the local Newar community, particularly the Shakya clan, who perform daily worship rituals here. Notably, every male member of the Shakya clan is required to serve as a priest at the bihar for at least two weeks once in his lifetime.

Architectural Features

Rudrabarna Mahabihar is distinguished by its exquisite architecture, including:

- A central courtyard adorned with a large white stupa.

- Four corners featuring statues of deities.

- A spacious courtyard called Tago Chiba, surrounded by rows of houses, creating a communal atmosphere.

The monastery is also home to numerous metal artworks and intricately carved windows, reflecting the artistic prowess of the Newar community.

Visitor Experience

Visitors to Rudrabarna Mahabihar can explore its serene courtyards, observe traditional rituals, and appreciate the intricate craftsmanship of the Newar artisans. The monastery offers a glimpse into the spiritual and cultural life of the local community.



A visit to Rudrabarna Mahabihar provides a profound insight into Nepal's Buddhist heritage and the enduring traditions of the Newar people.",28.2774326,83.581615,Gandaki Province,"Baglung-10 Bhakunde,Nepal","park,historic site,cultural landmark."
