id,name,description
4020,Stone Tap/dhaungagaedhaaraa,"Stone Tap/dhaungagaedhaaraa is a well-known location, located at M9XV+JF8, madhayapaura thaimaii 44600, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
4021,Subedi Mandir,"Subedi Mandir is a well-known location, located at RPPV+6MM, laalamataiyaa 22404, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4022,Subha Bihani Krishi tatha Pasupanchi fram,"Subha Bihani Krishi tatha Pasupanchi fram is a well-known location, located at XP47+MFJ, taiinadaobaatae 33801, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
4023,Subhani Jama Masjid,"Subhani Jama Masjid is a well-known location, located at 2FRR+C5W, ghaoraahaii 22400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4024,Subhani jama masjit,"Subhani jama masjit is a well-known location, located at Unnamed Road, 32700, 32700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4025,Suchana tole,"park, point_of_interest, establishment Suchana Tole is a charming locality in Bhaktapur known for its quaint streets and serene atmosphere. It is a popular spot for those looking to explore the traditional Nepali lifestyle."
4026,Sudal LandPlotstop,"Sudal LandPlotstop is a well-known location, located at MCFG+WX2, bhakatapaura 44800, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4027,Sudan Arts&Photo,"Sudan Arts&Photo is a well-known location, located at 49H3+MPG, parashauraama 10300, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
4028,Sudeep,"Sudeep is a well-known location, located at 4JPX+XH, Kurgha Parbat 33400, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4029,Sudeep House,"Sudeep House is a well-known location, located at Q362+PGM, gaoganapaanaii 45100, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
4030,Sudhi Khola,"Sudhi Khola is a well-known location, located at F2M7+86P, F49, bhaairabanaatha 10500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4031,Sukhani Sahid Statue,"Sukhani Sahid Statue is a well-known location, located at M2G6+6P7 Salbari Park, shanai arajauna 57205, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
4032,Sukhia simana masjid,"Sukhia simana masjid is a well-known location, located at X5X8+WQ9, Sukhia Pokhari, West Bengal 734221, bhaarata. It is known for being a  mosque. It offers a variety of experiences for visitors."
4033,Sukhipur,"Sukhipur is a well-known location, located at P87X+8JF, saukhaipaura 56500, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4034,Sukhipur VDC,"Sukhipur VDC is a well-known location, located at P947+C24, saukhaipaura 56500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
4035,Sukilumba Park,"Sukilumba Park is a well-known location, located at VWH4+PP, Ilam 57300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors."
4036,Sulikot Hills saulaikaota daà¥‰mdaa,"Sulikot Hills saulaikaota daà¥‰mdaa is a well-known location, located at 3PVH+R79, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4037,Summir Cover Gap,"Summir Cover Gap is a well-known location, located at G856+V5G, raowaa 21100, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4038,Sumnima Paruhang Park ( saumanaimaa paarauhaanga paaraka ),"Sumnima Paruhang Park ( saumanaimaa paarauhaanga paaraka ) is a well-known location, located at 4R6Q+86R, 56200, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4039,Sunaina Mithila Art Gallery,"Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. Sunaina Mithila Art Gallery is a well-known location, located at PWJG+4CC, janakapaura 45600, naepaala. It offers a variety of experiences for visitors. When I visit the sunaina mithila art gallery I fill like as a mithila traditional felling.In gallery all item of mithila painting displays very nice This is very old tradition style of our Nepali cultural art form which still exists because of your hard work and dedication towards our cultural art form. Well done! Keep it up maâ€™amðŸ‘Œ â€¦ Very nice mithila traditional art gallery I love this art As a proud Maithil, I loved my visit to this shop. I bought a Barmala picture and a beautiful bookmark, which I adoreâ€”especially the bookmark! They have very nice arty items perfect for gifting. The shopkeeper aunt is very sweet, too. I can't wait to visit again! The gallery beautifully showcases the intricate and vibrant world of Mithila paintings, blending tradition with stunning artistry. Each piece captures the cultural richness and storytelling essence of this ancient form. The gallery was full of colourful art used in the mithila paintings.it was just so beautiful......like I can't take off my eyes ðŸ˜
My first experience to mithila painting was just awesome......the representation of art and culture through the painting was a great job . â€¦ My dear friend SUNAINA ji,
it was a pleasure to see your artwork and it was really a pleasure to see your passion for the culture of the country.  May your desire to save the rural and regional art tradition of the country and show it to the world continue For me personally, this is totally different art and unique too. She has two big art galleries in total. One is at Janakpur and another at Thamel. Itâ€™s way too exquisite as well."
4040,Sunakothi Aquarium Shop,"Sunakothi Aquarium Shop is a well-known location, located at Near, lalaitapaura 44700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
4041,Sunapati Dada saunaapataii daadaa,"Sunapati Dada saunaapataii daadaa is a well-known location, located at FVM5+Q2J, baethaana 45400, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4042,Sunapati Mahadev Temple,"Sunapati Mahadev Temple is a well-known location, located at FVM5+9M9, baethaana 45400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4043,Sunchhahari Natural Waterfall,"Sunchhahari Natural Waterfall is a well-known location, located at 8QWX+XR7, saiuraii 22100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4044,Sunchhahari Rural Municipality,"Sunchhahari Rural Municipality is a well-known location, located at Pobang-5, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4045,Sundar Bazar Church,"Sundar Bazar Church is a well-known location, located at 4CH7+M2M, saunadarabajaara 33600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4046,Sundar Evangelical Church,"Sundar Evangelical Church is a well-known location, located at Aachhame Chowk, Sundarharainchaa -6, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4047,Sundar foam house,"Sundar foam house is a well-known location, located at 4W72+FQF, Pyuthan 22300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors."
4048,"Sundarharaincha-4, Charaigoha","Sundarharaincha-4, Charaigoha is a well-known location, located at J7WV+V9Q, saunadara daulaaraii 56705, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
4049,Sundari Bagar Resort,"Sundari Bagar Resort is a well-known location, located at 4W59+V29, taulasaii chaauda, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
4050,Sundari Chowk,"Historical Ruins Sundari Chowk with an entrance guarded by the three impressive statues of Hindu deities Hanuman, Ganesh and Narsingha. It is one of the three main courtyards in Patan Durbar Square and is located south of its more famous neighbour, Mul Chowk. Relatively smaller than Mul Chowk, this area is arranged around a carved sunken water tank known as Tusha Hiti and has the Bhandarkhal water tank which was once the main supply tank royal palace.

Built in 1647, this Chowk had been under reconstruction as a part of the UNESCO World Heritage Site and the north, south and west wings here were near completion when Nepal was struck by a massive earthquake in 2015. It was however the east wing which was severely destroyed, owing to its old architecture. After restoration work which lasted for almost 3 years, Sundari Chowk was reopened in 2018 and made available for exhibitions and to the public."
4051,Sundarijal,"Sundarijal is a well-known location, located at QCV7+RG5, gaokaranaeshawara 44600, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4052,Sundarijal church,"Sundarijal church is a well-known location, located at PCV7+R2V, gaokaranaeshawara 44600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4053,Sundarijal-Chisapani Trek,"Sundarijal-Chisapani Trek is a well-known location, located at Sundarijal-Chisapani Trek, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4054,Sundarpur Masjid,"Sundarpur Masjid is a well-known location, located at X99C+M2X, Unnamed Road, samgaraamapaura 44500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4055,Sundarpur nisha family,"Sundarpur nisha family is a well-known location, located at X8QM+P9Q, Sundarpur, samgaraamapaura, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4056,Sunderbasti,"Sunderbasti is a well-known location, located at 22P8+2GX, Sunderbasti, kalaaiyaa 44400, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4057,Sundhara,"Heritage Site Sundhara; the golden conduit of Bhaktapur Durbar Square
Must be in amazement, estimating that where the ordeal Sundhara is in Bhaktapur?
OUTLINES OF CONTENTS
Sundhara; the golden conduit of Bhaktapur Durbar Square
About the making of Sundhara
More about the Sundhara
Well, Sundhara is one archaic conduit of Bhaktapur that lies within the Bhaktapur Durbar Square. It aesthetically is a very famous Hiti. Here, Hiti is a term, meaning the taps in the local language. Yes, this conduit that lies beneath the ground level is most commonly known as the Nagpokhari of the Durbar square.
Sundhara of Bhaktapur Durbar Square PC: Sameer Shakya
The conduit and its surroundings are all crafted and decorated through the images of serpents. Things might be the probable reason behind calling this golden conduit as Naag Pokhari. But in the studies, this conduit along with the pond was called Sundhara, which literally means the golden conduit.
You might also find people calling it Luhiti, which also means the golden conduit exactly in Nepal Bhasa ( most commonly known as the newari language).
Sundhara, on the other hand, is a symbol of unique aesthetic grace which is as its name is golden. It has one of the most extricating carvings on the mouth of the spout. The head of a non-castrated he-goat and the figures of different animals and Gods posing in that court really make you say, awe-inspiring.
Furthermore, in front of Sundhara, there is a diminutive pond, in the middle of which an image of gold-plated Naag with a wooden pillar does stand. Perhaps, thatâ€™s why people also call this arena Naag Pokhari rather than Sundhara.
Well, around the Sundhara and the pond, you can examine the brick thoroughfare with the stonewall enclosed by the amounts of the serpent including numerous figures of Gods and Goddesses.
Thus, it is unique.
About the making of Sundhara
Bhaktapur and its monuments, never stay emptied without an ambiguous and fascinating story. So, the same goes for this Sundhara.
King Jitmitra Malla, who seems to have contributed a lot to making temples, courtyards, and the palace itself was also one of the most creative kings of Bhaktapur. It is said that one night the Goddess Taleju obliged herself before King Jitamitra Malla, in his dream while the construction of the Thanthu royal palace was on, to the east of Taleju temple.
Know more about the Malla kings of Bhaktapur.
She then instructed him to make preparation for fetching water from the Mahadev river of Nagarkot to carry out the periodic worship of Taleju in the palace.
Consequently, water was then collected from around the smaller streams originating from Mahadev mountain in big storage. It was then diverted into a pond for necessary treatment and finally brought to the golden spout inside the palace through the Royal Cannel (Raj Kulo).
(That pond might be called todayâ€™s Mahadev Pokhari, where every year, on the month of Poush/Magh, devotees come and take bath as well as worship at the nearby Mahadev temple.)
The initiated work of constructing Sundhara along with the pond was begun in 1678 (798 Nepal Sambat) and completed in 1683 (803Nepal Sambat).
There is an even more impressive story recounted about this Sundhara. As per the anecdote, on the inauguration day of this Sundhara and pond, religious worship was offered to the Taleju Goddess invoking Tantrik Shakti, and a pair of white ducks were left to flow through this spout.
Legend has it that these ducks easily passed through the mouth of Sundhara turning into a smaller size. They were seen swimming in the pond. This process of appearing and disappearing of these ducks was said to be observed till some generations of the Malla period.
Sundhara of Bhaktapur Durbar Square
More about the Sundhara
The earliest water source of this conduit was Mahadev Pokhari, Nagarkot which later was taken over by the modern piped system.
However, amid the disruption of Raj Kulo, Sundhara also lost its natural source of water, and today, the modern piped system has been enlarged with the existing infrastructure of Sundhara. Though the water supply is limited and the water streams, for a few hours in the morning and evening for religious worship which also seems not regular.
The water Sundhara was used for the worship of the Thanthu palace. Also, the king and queen used to take bath in this conduit before leaving to have a rest near the Khopi (resting room).
The water of this conduit is still used to worship the Goddess Taleju. However, sometimes, the irregularity of the water flow compels to use of the encaged pond water nearby for religious worship in the Taleju temple.
Reference
Research paper on water and culture-Ganesh Khaniya"
4058,Sunil kumar,"Sunil kumar is a well-known location, located at Hulaki Rd, 32800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4059,Sunil.Sah.Triveni,"Sunil.Sah.Triveni is a well-known location, located at 2W8H+42H, phaetaa 44400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4060,Sunkoshi,"Sunkoshi is a well-known location, located at 8XQV+7MJ Khurkot suspension bridge, khaurakaota jhaolaungagae paula, bhalauwaajaora 45900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4061,Sunkoshi 6 Khalte saunakaoshaii 6 khaalatae,"Sunkoshi 6 Khalte saunakaoshaii 6 khaalatae is a well-known location, located at 9X5G+C5C, bai pai raajamaaraga, saitalapaataii 45900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
4062,Sunkoshi Rural Municipality,"Sunkoshi Rural Municipality is a well-known location, located at CV4X+6XR, pauraanao jhaaà¤gaajhaolaii 45900, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4063,Sunkoshi Rural Municipality Okhaldhunga,"Sunkoshi Rural Municipality Okhaldhunga is a well-known location, located at 79PC+4RC, 56100, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4064,Sunkoshi Tamakoshi Confluence,"Sunkoshi Tamakoshi Confluence is a well-known location, located at 9X2J+CP2, bai pai raajamaaraga, saitalapaataii 45900, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4065,"Sunkoshi-1,Thokarpa","Sunkoshi-1,Thokarpa is a well-known location, located at MQJP+C95, thaokarapaa 45314, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4066,"Sunni Masjid, Islampur Ù…Ø³Ø¬Ø¯","Sunni Masjid, Islampur Ù…Ø³Ø¬Ø¯ is a well-known location, located at VW73+9GG, paragatainagara raamapaura raajamaaraga, raamapaura 32500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4067,Sunpal waterfall,"Sunpal waterfall is a well-known location, located at RWR2+JM, maohanayaala 10900, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4068,Suntale,"Suntale is a well-known location, located at 63J5+VHH, bhaojapaura 57000, naepaala. It offers a variety of experiences for visitors."
4069,Sunuwar Kirant samgaraahalaya bhawana,"Sunuwar Kirant samgaraahalaya bhawana is a well-known location, located at 2VF4+2GV, iilaama 57300, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
4070,Sunwal Church,"Sunwal Church is a well-known location, located at JJ8X+8FG, saunawala 33000, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4071,Sunwal Hill Park saunawala haila paaraka,"Sunwal Hill Park saunawala haila paaraka is a well-known location, located at JJMV+6R3, saunawala 33000, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4072,Supa deurali mandir barbot Pyuthan,"Supa deurali mandir barbot Pyuthan is a well-known location, located at 3W2Q+WM7, payauuthaana 22300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4073,Surendra Mahato,"Surendra Mahato is a well-known location, located at 7VW4+GPV, uiyaa, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4074,Suresh Maxa Mashu Pasal,"Suresh Maxa Mashu Pasal is a well-known location, located at R7J2+GV6, Katari Chowk, mairachaaiyaa, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
4075,Surma Devi Temple,"Surma Devi Temple is a well-known location, located at J3VH+58C, sauramaa 10500, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
4076,Surma bajhang,"Surma bajhang is a well-known location, located at M329+2X5, sauramaa 10500, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4077,Surunga Municipality Hardiya Saptari,"Surunga Municipality Hardiya Saptari is a well-known location, located at sagaramaathaa raajamaaraga, haradaiyaa 56400, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4078,"Surunga Municipality-2, Saptari","Surunga Municipality-2, Saptari is a well-known location, located at sagaramaathaa raajamaaraga, haradaiyaa 56400, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4079,Surya chaur,"Surya chaur is a well-known location, located at W598+QC8, baidaura 44900, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4080,SuryaGadhi Fort,"SuryaGadhi Fort is a well-known location, located at X65G+PX9, nauwaakaota laachayaamga sadaka, baagaeshawaraii chaokadae 44900, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
4081,Suryabinayak chowk ( sauurayawainaayaka chaoka),"Suryabinayak chowk ( sauurayawainaayaka chaoka) is a well-known location, located at MC8G+76P, saurayawainaayaka 44800, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
4082,Suryachaur Nuwakot,"Suryachaur Nuwakot is a well-known location, located at R8F6+867, gaurajae bhanyajayaanga sathaanaiya maaraga, saunakhaanaii 44900, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4083,Suryagadhi Rural Municipality Office,"Suryagadhi Rural Municipality Office is a well-known location, located at W6XH+4R4, baagaeshawaraii chaokadae 44900, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4084,Suryakunda Lake,"Suryakunda Lake is a well-known location, located at 3CCH+P5, ghayaangaphaedaii 45000, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4085,Suryamukhi Park,"Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryamukhi Park is a well-known location, located at Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. It is very nice park to go with children and family for evening time pass.
We can go for running/ jogging, doing some exercises by own.

We can go for get together with our friends if we do not want to go to any hotels or restaurants. ""Refreshing experience! Suryamukhi Park in Pepsi-Cola offers a serene escape from the hustle and bustle of city life. With well-maintained greenery, and walking paths, it's a perfect spot for relaxation and rejuvenation. Plus, the location in Pepsi-Cola makes it easily accessible. A great place to unwind and connect with nature"" Best park in Pepsicola area, if you to relax and take your children to play. It is because of this park, the name Suryamukhi chwok is named. This park use to be a dry play ground. But must thanks to the tole sudhar samiti, who made this dry ground a proper community park by providing community exercise space, garden, badminton court, relaxing space, sitting benches, organised plantation. It is indeed an example of a true community park. Love to be there any time in a day. Great place to hangout during mornings and evenings. Can be accessible from 6am-8pm every day. Recreation for kids like swings, monkey bar, gym equipments replica, slides as well as grounds for playing badminton, football & volleyball is available. Walking trails along with some benches make this park perfect place to hangout while in this place. Nice park Nice park with 2 badminton court on either side with benches and garden. Located in pepsicola, it is mostly famous for evening roaming and take some healthy fresh air as u can see greenery scenes all around inside the park. Although i feel some neat n tidy clean is still missing inside some portion however if u are near to this park u can definitely give a try and can have some quality time out there"
4086,"Suryapura chok,Rupandehi,Tilottama-8","Suryapura chok,Rupandehi,Tilottama-8 is a well-known location, located at Suryapura chok, Rupandehi ,Tilottama-8, Tilottama 32900, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryapura chok,Rupandehi,Tilottama-8 is a well-known location, located at Suryapura chok, Rupandehi ,Tilottama-8, Tilottama 32900, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Suryapura chok,Rupandehi,Tilottama-8 is a well-known location, located at Suryapura chok, Rupandehi ,Tilottama-8, Tilottama 32900, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Nice"
4087,Suryodaya Adventures,"Suryodaya Adventures is a well-known location, located at Biring, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
4088,Suryodaya nagarpalika fikkal ilam,"Suryodaya nagarpalika fikkal ilam is a well-known location, located at V3W7+CXF, H07, sauurayaodaya 57312, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
4089,"Susamachar Mandali, Chiudee","Susamachar Mandali, Chiudee is a well-known location, located at 6WJJ+HH5, kaalaikaakhaetau 21200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4090,Susamachariya Mitra Mandali Ramechhap,"Susamachariya Mitra Mandali Ramechhap is a well-known location, located at 93H6+PGC, manathalaii 45400, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4091,Susamchar Prachar Aashish Mandali,"Susamchar Prachar Aashish Mandali is a well-known location, located at 36MQ+5CH, samaibhanajayaamga 33600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
4092,Sushil art center,"Sushil art center is a well-known location, located at X8HV+59H, Sharki Tole Street, dhanakautaa 56800, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
4093,Sushpura Tilottama 13,"Sushpura Tilottama 13 is a well-known location, located at tailaotatamaa 32900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
4094,Suyade ban,"Suyade ban is a well-known location, located at 775W+8VG, bainadhayawaasainaii 10700, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
4095,"Swagat Dwar-Matihani Nagarpalika(sawaagata dawaara, mataihaanaii nagarapaalaikaa)","Swagat Dwar-Matihani Nagarpalika(sawaagata dawaara, mataihaanaii nagarapaalaikaa) is a well-known location, located at Municipality, Jalsagar Pond, jalaeshawara-mataihaanaii raoda, mataihaanaii 45705, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4096,Swamichowk,"Swamichowk is a well-known location, located at HP7C+H4P, Gauradaha Schoolchaun Road, gaauraadaha 57200, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4097,Swanga Chibha,"Swanga Chibha is a well-known location, located at nan. It is known for being a  Religious Site. It offers a variety of experiences for visitors."
4098,Swargadwari pyuthan,"Swargadwari pyuthan is a well-known location, located at 4MCF+CJP, sawaragadawaaraiikhaala 22300, naepaala. It offers a variety of experiences for visitors."
4099,Swarnimpur khanepani,"Swarnimpur khanepani is a well-known location, located at QGMC+CM, shangakharaapaura, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
4100,Swarnpatti,"Swarnpatti is a well-known location, located at GH28+PCP, daeuraii, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
4101,Swatha Narayan Mandir,"Religious Site The Swatha Narayan Temple is renowned for its ancient architecture and religious significance. It features intricate carvings, sculptures, and inscriptions that depict various mythological scenes and deities from Hinduism. The temple's architecture reflects the rich artistic heritage of Nepal, blending traditional Newari styles with influences from Indian and Tibetan architectural traditions.

Devotees and visitors flock to the Swatha Narayan Temple to offer prayers and seek blessings from Lord Vishnu. The temple complex also includes smaller shrines dedicated to other Hindu deities, as well as courtyards where religious ceremonies and rituals take place.

The temple is surrounded by a peaceful and serene atmosphere, with lush greenery and panoramic views of the Kathmandu Valley. From the temple's elevated position, visitors can enjoy breathtaking vistas of the cityscape, including the nearby Swayambhunath Stupa, also known as the Monkey Temple, which is another iconic religious site in Kathmandu."
4102,Swayambhu Art Gallery,"Swayambhu Art Gallery is a well-known location, located at P78R+44P, Temple Marg, kaathamaadaauà¤ 44600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
4103,Swayambhu Buddha Park - Ring Road,"park, tourist_attraction, point_of_interest, establishment Swayambhu Buddha Park, also known as the Monkey Temple, is perched atop a hill in Kathmandu and is one of the most famous landmarks in Nepal. The stupa at the site is a UNESCO World Heritage site, and visitors are treated to stunning views of the Kathmandu Valley. This sacred site is a mix of religious importance, with Buddhist temples, shrines, and statues scattered around the hill. The site offers a rich cultural experience while being surrounded by nature."
4104,Swayambhunath ,"Religious Site Swayambhu literally means ""self-existent one"". Believed to date back to 460 A.D., it was built by King Manadeva and by the 13th century, it had become an important center of Buddhism. Legend has it that Swayambhu was born out of a lotus flower that bloomed in the middle of a lake that once spread across the Kathmandu Valley once was. The largest image of the Sakyamuni Buddha in Nepal sits on a high pedestal on the western boundary of Swayambhu beside the Ring Road. Behind the hilltop is a temple dedicated to Manjusri or Saraswati - the Goddess of learning. Chaityas, statues and shrines of Buddhist and Hindu deities fill the stupa complex. The base of the hill is almost entirely surrounded by prayer wheels and deities. Devotees can be seen circumambulating the stupa at all times.

Exceedingly steep stone steps that lead up to the shrine is quite a challenge. However, there is also a motor road going up almost to the top from where it is a short walk. A large number of Buddhists and Hindus alike visit Swayambhu throughout the day. This shrine is perhaps the best place to observe religious harmony in Nepal. The largest crowds of people are seen here on Buddha's birthday which usually falls in May each year."
4105,Sweet Home,"Sweet Home is a well-known location, located at 7954+X4F, Mawadin Marga, Madi 56900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
4106,Switzerland Park,"Scenic View Switzerland Park is a park made by National Environment Conservation Programme Nepal ran by Chairman. Puspa Raj Panday under.

In this place we can visit as picnic spot, entertaining and many more fun activities in this site"
4107,Switzerland Park Aloknagar,"Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is a popular tourist destination. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Switzerland Park Aloknagar is a well-known location, located at M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Fully loaded with natural beauty situated in the top of the town. A popular park sourround by forest. A lovely picnic spot near by the Valley. Best view of Chandragiri hill and area from the park. Kids do enjoy enough. The place doesnâ€™t contain beautiful scene. No need to go This place is very beautiful. It is awesome for hiking... Well managed and beautiful environment Nice park Nice city Perfect place near by to relax.. went with friends on an evening ride on top a hill.."
