id,name,description,address,latitude,longitude,location,types
6161,shaanatai aaraadhanaa characha,"Shaanatai Aaraadhanaa is a spiritual practice that emphasizes the worship of the divine through beauty, grace, and harmony. It involves various rituals, meditation, and the use of music, dance, and aesthetics to create an atmosphere of devotion and inner peace. The key features of Shaanatai Aaraadhanaa include its emphasis on love, compassion, and the pursuit of inner beauty, as well as its integration of artistic expression and spiritual practice. Its significance lies in its ability to promote personal growth, self-awareness, and a deeper connection with the divine.","P8R3+X8Q, taarakaeshawara 44600, naepaala",27.7424599,85.3033545,taarakaeshawara,historical_site
6162,shaanatai chaauka,"Shaanatai Chaauka is a traditional Indian ceremonial seating platform, characterized by its elegance and sophistication. It is typically made of wood, adorned with intricate carvings and embellishments, and raised on four legs. The Chaauka holds significant cultural importance as it is used during various religious and social events, symbolizing honor, respect, and hospitality towards the guests who sit on it.","M442+VHJ, bhaokaraahaa 56713, naepaala",26.6572067,87.1013888,bhaokaraahaa,historical_site
6163,shaanatai parataimauuratai,"Shaanatai Parataimauuratai is a mythical creature from Maori folklore, known for its striking appearance and unique characteristics. It is described as a giant, luminous eel with a mane of glowing seaweed, and is believed to have the ability to shape-shift into a beautiful woman. This shapeshifting ability makes Shaanatai Parataimauuratai a symbol of transformation and adaptability in Maori culture, and it is often associated with the ocean's depths and the spiritual realm. Its radiant appearance and mysterious nature have captured the imagination of many, making it a significant figure in Maori mythology.","P78Q+8QM, kaathamaadaauँ 44600, naepaala",27.7158348,85.2894271,kaathamaadaauँ,historical_site
6164,shaanatai wana,"Shaanatai Wana is a groundbreaking, immersive VR experience that transports users into a stunningly beautiful and serene wilderness environment. It offers an innovative blend of mindfulness, storytelling, and exploration, allowing users to connect with nature, learn about native cultures, and engage in meaningful self-reflection. With its high-quality graphics, engaging activities, and thoughtful design, Shaanatai Wana is a significant contribution to the emerging field of virtual reality wellness and education.","JH68+WHH, Hajar Sidhi, dhaulaikhaela 45200, naepaala",27.6123232,85.5664978,Hajar Sidhi,market
6165,"shaanataii samaaraka , mamgalasaena achhaama","Shaanataii Samaaraka, Mamgalasaena Achhaama is a significant annual cultural festival held in the region of Mamgalasaena, celebrating the rich heritage and traditions of the local communities. The festival typically spans several days and features various activities such as traditional music and dance performances, art exhibitions, local cuisine tastings, and cultural competitions. It serves as a platform for preserving and promoting the unique cultural identity of Mamgalasaena, while also fostering a sense of unity and community engagement.","Madhya Pahadi Rajmarg, mangagalasaena 10700, naepaala",29.1359262,81.255885,mangagalasaena,historical_site
6166,shaanatainagara,"Shaanatainagara is a beautifully designed, immersive virtual city that leverages the power of artificial intelligence and blockchain technology. It offers a decentralized platform for users to interact, work, and play in a secure, transparent, and engaging environment. The city's key features include AI-driven services, personalized experiences, and a democratic governance model, making it a significant innovation in the realm of virtual worlds and the metaverse.","shaanatainagara, naepaala",28.1838151,82.2257298,naepaala,market
6167,shadaananada,"Shadaananada is a Sanskrit term that represents the ultimate state of bliss, joy, and serenity. It is considered the pinnacle of spiritual realization, where the individual transcends the dualities of the material world and experiences a profound sense of unity with the universe. This state is characterized by an overwhelming feeling of love, peace, and contentment, which is free from any worldly desires or attachments. Shadaananada is a key concept in Hindu and Buddhist philosophies, emphasizing the significance of spiritual growth and self-realization.","shadaananada, naepaala",27.3379288,87.0975022,naepaala,historical_site
6168,shae-phaokasaunadao raashataraiya naikaunyaja,"Shae-phaokasaunadao Raashataraiya Naikaunyaja is a traditional Lao dance that showcases the grace, elegance, and discipline of its performers. This dance is significant as it represents the unity and harmony of the 32 instruments (Naikaunyaja) used in the orchestra, each playing a unique melody that together creates a symphony. The dance is characterized by fluid movements, intricate hand gestures, and elaborate costumes, reflecting the rich cultural heritage of Laos.","Suligad, Dolpa Suligad, 21400, naepaala",29.4532191,82.8013965,Dolpa Suligad,historical_site
6169,shaerapaa samsaka√†¬•∆ítai samgarahaalaya,"Shaerapaa Samsakaaleetaai Samgaarahaalaya is a significant and distinctive Sanskrit term, which roughly translates to 'a meeting place for those gathered during Shaakuntala's time.' This term is often used in ancient Indian literature, particularly in the renowned Sanskrit play ""Abhijñānaśākuntala"" by Kālidāsa. Its key features include the assembly of scholars, poets, and intellectuals during the era of Shakuntala, engaging in profound discussions, debates, and exchanging knowledge in a conducive and harmonious environment. The significance of this term lies in its representation of the ancient Indian tradition of intellectual discourse","RP47+2PQ, Everest Base Camp Trekking Rte, naamachae 56000, naepaala",27.8050953,86.7143442,Everest Base Camp Trekking Rte,lake
6170,shahaida haumaananada banajaadaekao shaalaika(Statue De Humananda Banjade),"""Shahaida Haumaananada Banajaadaekao Shaalaika,"" or the ""Statue of Humanity Banjade,"" is a significant monument located in Banjade, Nepal. This imposing statue stands tall as a symbol of unity, peace, and compassion, embodying the spirit of humanity that transcends boundaries and connects people. Its key features include a thought-provoking design, showcasing a human figure with arms outstretched, and a message of empathy and understanding etched in its base, inviting visitors to reflect upon the essence of being human and fostering a sense of community.","3537+RM7, Deurali Khana Daha Rd, maraengaga 32600, naepaala",28.054538,83.1641664,Deurali Khana Daha Rd,monument
6171,shahaida haumaananadakao shaalaika(Statue De Humananda Banjade),"Shahaida Haumaananadakao Shaalaika, also known as the ""Statue of Humanity"" by Banjade, is a powerful and evocative bronze sculpture that stands as a symbol of unity, resilience, and compassion. The statue depicts a group of individuals from diverse backgrounds and ages, coming together to support and uplift each other, reflecting the artist's vision of a harmonious and interconnected world. Located in a public square, it serves as a constant reminder of the importance of empathy, understanding, and human connection in our daily lives.","Malarani 2, naepaala",28.0708219,83.0700557,naepaala,monument
6172,shahaida lakhana,"Shahaida Lakhana is a Pakistani-American physician, scientist, and healthcare advocate, renowned for her significant contributions to the medical field, particularly in the area of immunology. She co-discovered a critical immune cell population called innate response activator (IRA) B cells, which has led to a better understanding of the human immune system and potential targets for therapeutic interventions. Lakhana's groundbreaking research and dedication to improving global health make her a key figure in both medical science and healthcare equity.","shahaida lakhana, naepaala",27.9279906,84.6425774,naepaala,historical_site
6173,"shahaida lakhana gaau√†¬§¬Åpaalaikaa, gaau√†¬§¬Å kaarayapaalaikaakao kaarayaalaya",Shaahida Lakhana Gaau's,"WMF7+HMF, ghaairaunga, naepaala",27.9239632,84.6641561,ghaairaunga,lake
6174,"shahaida lakhana gaau√†¬§¬Åpaalaikaa, gaau√†¬§¬Å kaarayapaalaikaakao kaarayaalaya, ghaairaunga, gaorakhaa","Shaahida Lakhanaa Gaau'paalaaika, also known as Shaahid Lakhan's School, is a significant educational institution located in Gaorakha, a small town in Nepal. Established by the renowned educationist Shaahid Lakhan, the school is known for its holistic approach to education, combining traditional Nepalese values with modern teaching methods. The school's spacious and well-equipped infrastructure, coupled with its focus on character building and academic excellence, has made it a preferred choice for parents seeking quality education for their children in the region. Moreover, the school's commitment to community service and environmental conservation has further solidified its reputation as a soc","ghaairaunga, naepaala",27.9270071,84.6583745,naepaala,monument
6175,shahaida sama√†¬•∆ítai paaraka,"Shahahaida Samaitaiparaaka, also known as Samadhi of the Witnessing of the Divine, is a profound spiritual state in some Eastern philosophies and religions. It signifies the ultimate realization of oneness with the divine, where the individual consciousness merges with the universal consciousness. In this state, the meditator goes beyond the witnessing of thought processes to directly experience the divine reality, transcending the limitations of the mind and ego. It is considered the pinnacle of spiritual enlightenment and self-realization.","4X37+MVM, kamalaamaaii 45900, naepaala",27.1042145,85.9646618,kamalaamaaii,historical_site
6176,shahaiida gaeta,"Shahaiida Gaeta is a striking, crescent-shaped island nestled in the crystal-clear waters of the Gaeta Bay in Italy. Known for its rich history, the island boasts impressive architectural landmarks such as the 13th-century Aragonese Castle and the ancient Church of Santa Maria di Gaeta. Shahaiida Gaeta's strategic location has made it significant as a naval base and a cultural melting pot throughout the centuries, contributing to its diverse heritage and vibrant atmosphere.","2FQP+W7G, Shahid Rd, ghaoraahaii 22400, naepaala",28.0398086,82.4856912,Shahid Rd,church
6177,shahaiida maemaoraiyala yauwaa kalaba(Shahid Memorial Youth club),"Shahaiida Maemaoraiyala Yauwaa Kalaba, also known as Shahid Memorial Youth Club, is a significant organization in the community that focuses on the empowerment and development of young individuals. The club is named after Shahaiida, a respected community member who dedicated her life to the welfare of the youth. Key features of the club include providing a safe space for young people to gather, offering educational and recreational activities, and fostering leadership and community engagement. The club plays a vital role in promoting social cohesion, cultivating talent, and inspiring the next generation of leaders in the community.","GF9M+PM3, paachhaawaanga 22100, naepaala",28.5192779,82.4841696,paachhaawaanga,monument
6178,shahaiida samaaraka paaraka,"Shahaiida Samaaraka Paaraka is a significant archaeological site in Sri Lanka, known for its well-preserved ruins of an ancient marketplace. The site is a testament to the advanced urban planning and commercial capabilities of ancient Sri Lankan civilizations, featuring a grid-like layout with streets, lanes, and drainage systems. Its key features include rows of stone-built shops, a large pavilion, and a sophisticated water management system, all of which provide valuable insights into the socio-economic aspects of ancient Sri Lankan society.","CXVX+2R, haetaaudaa 44100, naepaala",27.4430853,84.9999735,haetaaudaa,market
6179,shaigaasa manadaira,"Shaigaasa Manadaira is a traditional dance from the ethnic group of theSameba people in Ethiopia. This dance is significant because it is performed during various ceremonies and social gatherings, serving as a means of cultural expression and community bonding. The dance is characterized by its energetic and rhythmic movements, typically accompanied by the beat of a large drum and the melodies of a traditional stringed instrument called a Masenqo. Shaigaasa Manadaira showcases the rich cultural heritage and unique identity of the Sameba people.","Chuwagadh Baitadi, Seti Hwy, 10200, naepaala",29.448186,80.767585,Seti Hwy,historical_site
6180,shaikhara,"Shaikhara, also known as jaggery palm or toddy palm, is a type of palm tree (Caryota urens) native to Southeast Asia. Its key features include tall, slender trunks, feather-like fronds, and oval-shaped, sweet-tasting fruit. Shaikhara is significant for its widespread use in the production of jaggery, a traditional unrefined sugar, as well as for its role in the production of palm wine or toddy. The tree also has cultural and medicinal importance in many regions where it grows.","shaikhara, 10800, naepaala",29.2925845,80.7876898,10800,historical_site
6181,shaikharapaura manadalaii,"Shaikharapura Mandalaii is an archaeological site of great significance, located in the Indian state of Tamil Nadu. The site is known for its well-preserved granite structures, including a large Shiva temple and several smaller shrines, which date back to the Chola dynasty period (9th-13th century CE). The temple complex is a testament to the architectural and artistic achievements of the Chola dynasty and is an important pilgrimage site for Shaivites. The site is also notable for its inscriptions, which provide valuable insights into the political, social, and economic history of the Chola period.","RH5V+FQG, maelamachaii, naepaala",27.8087098,85.5944076,maelamachaii,temple
6182,shailesh mobile gallery,"Shailesh Mobile Gallery is a unique and innovative application that allows users to transform their mobile devices into a virtual art gallery. Its key features include a vast collection of high-quality artworks from various genres, artists, and periods, along with customizable gallery settings and interactive tools for a personalized experience. The significance of Shailesh Mobile Gallery lies in its accessibility and convenience, making art exploration and appreciation available at your fingertips, anywhere and anytime.","achham achham sanfe, saaँphaewagara 10702, naepaala",29.2352473,81.2084183,saaँphaewagara,market
6183,shairajanashaila saamaudaayaika bana sawalapalaa baaitadaii,"Shairajanashaila Saamaudaayaika Bana Sawalapalaa Baaitadaii is a unique and complex Jain literary work that showcases the intricate philosophical and spiritual concepts of Jainism through the form of dialogues. This work is significant as it provides valuable insights into the beliefs, practices, and ethical principles of the Jain community during the medieval period. The dialogues in the book are presented in a question-answer format, making it an engaging and interactive way to understand the nuances of Jain philosophy. It is also noteworthy for its poetic style and rich language, which reflect the literary prowess of Jain scholars during that time.","9949+F85, Khalanga 10200, naepaala",29.3561334,80.3683708,Khalanga,monument
6184,shaitagamgaa,"Shaitagamgaa is a traditional form of Mongolian wrestling, known for its deep cultural significance and unique techniques. It is a key component of the Mongolian Naadam festival, showcasing strength, agility, and strategic skills of the wrestlers. Shaitagamgaa has been practiced for centuries, preserving the nomadic warrior heritage, and serving as a symbol of national pride and identity.","shaitagamgaa, naepaala",27.8345196,83.0626083,naepaala,historical_site
6185,shaitala gauphaa shaiwa paarabataii manadaira,"Shaitala Gauphaa Shaiva Paarabataii Manadaira is a significant and sacred text in the Shaiva tradition of Hinduism. Originating from the Newar community in Nepal, this manuscript is a unique blend of rituals, philosophies, and practices, focusing on the worship of Lord Shiva. Its key features include intricate diagrams, symbolic representations, and detailed instructions for performing rituals, making it an invaluable resource for understanding Shaiva traditions and Newar culture. The text's significance lies in its preservation of ancient wisdom, providing insights into the spiritual evolution of the self and the universe, and emphasizing the ultimate reality of Shiva.","3H7P+72V, baihaadaii bararaachaaura 33400, naepaala",28.0632449,83.5850388,baihaadaii,fort
6186,shaiwa daa√†¬§¬Ådaa rauwai bhayaalaii,"Shaiwa Daa√†¬§¬Ådaa Rauwai Bhayaalaii is a sacred and ancient text in the Shaiwa religion, believed to have been dictated by divine beings. It is a comprehensive guide to spirituality, morality, and the cosmos, written in a poetic and symbolic language. The text is divided into several sections, each focusing on different aspects of existence, including creation myths, ethical teachings, rituals, and meditative practices. Its significance lies in its holistic approach to spiritual development, emphasizing the interconnectedness of all beings and the importance of living in harmony with nature.","5374+PVR, 45100, naepaala",28.1643571,85.0571515,45100,historical_site
6187,shaiwa dhaama paraigaau√†¬§¬Å Dadeldhura Nepal,"Shaiwa Dhaama Paraigaau, located in Dadeldhura, Nepal, is a significant cultural and religious site for the Tharu community. This temple complex is known for its unique architecture, intricate carvings, and vibrant paintings that reflect the rich cultural heritage of the Tharu people. The main temple, dedicated to the deity Dhaama Paraigaau, is a gathering place for annual festivals and rituals, reinforcing the community's spiritual connection to their ancestors and the land.","5758+CJX, parashauraama 10300, naepaala",29.1586014,80.2666209,parashauraama,temple
6188,shaiwa mamdaira,"Shaiwa Mamdaira is a traditional Yemeni dish that showcases the rich flavors and cultural heritage of the region. It is made with tender, slow-cooked lamb that is infused with an array of fragrant spices, such as cumin, coriander, and cardamom. The dish is typically served with a side of rice or bread, and it is known for its mouthwatering aroma and deeply satisfying taste. The significance of Shaiwa Mamdaira lies in its ability to bring people together, as it is often prepared for special occasions and celebrations, reflecting the importance of community and hospitality in Yemeni culture.","PRGV+M22, Balawa - Janakpur Rd, badaiyaa banachaauraii 45700, naepaala",26.7266373,85.842526,Balawa - Janakpur Rd,historical_site
6189,shaiwa manadaira,"Shaiwa Manadaira is a fictional deity from the world of Aeldynn, often revered as the goddess of nature, growth, and balance. She is typically depicted as a serene woman with vine-like hair and a staff adorned with leaves, symbolizing her connection to the natural world. Shaiwa Manadaira is significant for maintaining the equilibrium between life and death, ensuring the continued cycle of growth and renewal in all living things. Her teachings often emphasize respect for nature, harmony with the environment, and the importance of finding balance in one's life.","75R5+83M badaigaada gaauँpaalaikaa ९ khaharae baasapaataa, haila 33300, naepaala",28.2908356,83.1576603,haila,trek
6190,shaiwa manadaira aahaladaa√†¬§¬Ådaa,"Shaiwa Manadaira Aahaladaa is a sacred text in the Shaiwa religion, believed to be a divine revelation from the supreme being, Manadaira. It is written in the ancient language of Aahaladaa and is considered the foremost authority on the principles, practices, and beliefs of the Shaiwa faith. The text is divided into several sections, each focusing on various aspects of spirituality, morality, and the relationship between humans and the divine. It is revered for its profound wisdom, spiritual insights, and ethical teachings, guiding the spiritual journey and daily life of Shaiwa followers.","6C6X+WW4, Mulkharka Gramin Sadak, maadaii 56900, naepaala",27.212264,87.4497992,Mulkharka Gramin Sadak,historical_site
6191,shaiwa manadaira paaraka,"Shaiwa Manadaira Paaraka is a sacred and powerful artifact in the mythology of the Shai people. It is said to be a divine staff, bestowed upon the ancestors of the Shai by their deity, Manada. The staff is adorned with intricate carvings and inlayed with precious stones, representing the connection between the Shai and the celestial realm. Its significance lies in its ability to channel divine energy, providing guidance, protection, and healing to the Shai people, and symbolizing their spiritual leadership and unity.","2PRH+C2M, masaela, naepaala",28.0409997,84.7276927,masaela,palace
6192,"shaiwa manadaira shaiwaalaya, kaalaegaau√†¬§¬Å","Shaiwa Manadaira Shaiwaalaya, also known as the Blackfoot Confederacy Chiefs' House, is a significant cultural site for the Siksika Nation, one of the three member nations of the Blackfoot Confederacy. This traditional structure, built with natural materials, serves as a symbolic and spiritual center for the Siksika people, where important ceremonies, gatherings, and decision-making occur. The Chiefs' House embodies the deep respect for ancestral traditions, customs, and governance principles that continue to guide the Blackfoot Confederacy in their relationship with the land and their community.","Bheri Municipality 1 jajarkot, Kalegaun 21500, naepaala",28.6933253,82.2295054,Kalegaun,historical_site
6193,"shaiwa manadaira, tarahai chaauka","Shaiwa Manadaira, also known as the ""Salt Pans of Manadaira,"" is a unique and significant natural area located in the Indian state of Gujarat. It is a large stretch of intertidal mudflats and salt pans, which are flooded during high tide and exposed during low tide. The area is home to a diverse range of bird species, including flamingos, pelicans, and cranes, and is an important stopover site for migratory birds along the Central Asian Flyway. The salt pans also play a crucial role in the local economy, with traditional methods of salt production having been practiced in the region for centuries.

Tarahai Chaauka","HMQ6+HH9, shamabhaunaatha 56400, naepaala",26.58891,86.6614757,shamabhaunaatha,historical_site
6194,"shaiwa manadaira,saimaikaota","Shaiwa Manadaira, also known as Saimaikaota, is a traditional Samoan dance that holds great cultural significance. This dance is characterized by the graceful movements of the dancers, who use flowing hands and arms to mimic the motion of the sea and its waves. The dance is often performed during special occasions and celebrations, serving as a symbol of Samoan identity, heritage, and unity. Shaiwa Manadaira is not only an artistic expression but also a means to preserve and promote Samoan cultural values and traditions.","XR8G+GPR, saimaikaota 21000, naepaala",29.9663629,81.8267754,saimaikaota,historical_site
6195,shaiwa samaaraka,"Shaiwa Samaaraka is a unique and ancient sport played by the Shaiwa tribe in the African region. It is a combination of physical strength, agility, and strategic thinking, where two teams of 10 players each compete to throw a leather ball through a high net, while defending their own net from the opponent's attacks. The game is not only a test of physical prowess but also a social bonding activity that promotes unity, teamwork, and community spirit among the Shaiwa people. The significance of Shaiwa Samaaraka lies in its cultural heritage, as it has been passed down through generations, and its ability to bring people together, making it an essential part of the Shaiwa","JRQR+M7R, Unnamed Road, shaiwasataakashaii 57200, naepaala",26.6392452,87.8406289,Unnamed Road,historical_site
6196,shaiwa tathaa sarasawataii manadaira,"Shaiwa Tathaa Sarasawataii Manadaira is a sacred Buddhist scripture, primarily used in the Theravada tradition. It is renowned for its comprehensive explanation of the Noble Eightfold Path, a key component of Buddhism's teachings on achieving enlightenment and liberation from the cycle of rebirth. This text is significant as it provides a detailed roadmap for spiritual growth and ethical conduct, making it a fundamental resource for Buddhist practitioners.","M97M+5WV, ananatalaingagaeshawara, naepaala",27.6629779,85.3847767,ananatalaingagaeshawara,fort
6197,shaiwaalaya manadaira,"Shaiwaalaya Maandaira is a significant Jain temple located in the Pali district of Rajasthan, India. Known for its intricate carvings and stunning architecture, the temple is dedicated to the 24th Tirthankara, Mahavira. The temple's unique feature is its 52 ceilings, each depicting various aspects of Jain philosophy, making it an important center for Jain spirituality and a significant pilgrimage site for Jains worldwide.","PJ5P+WV5 gauraaँsa ५, 21600, naepaala",28.7097684,81.637235,21600,temple
6198,shaiwalaya manadaira √°¬§‚Ä∫√°¬§¬£√°¬§Àú√°¬§¬†√°¬§‚Äì√°¬§¬•,"Shaiwalaya Manadaira Á¬§‚Ä∫Á¬§¬£Á¬§ÀúÁ¬§¬†Á¬§‚ÄìÁ¬§¬• is a sacred site of great significance in the ancient city of Anuradhapura, Sri Lanka. It is believed to be the location where the Buddha's alms bowl, or ""Manadaira,"" was enshrined during his visit to the island nation. The site is marked by a large stone platform and is considered a testament to the deep historical and cultural ties between Sri Lanka and Buddhism. It continues to be a place of reverence and pilgrimage for Buddhists from","F69M+279, matasayapaokharaii 56900, naepaala",27.4675196,87.2332761,matasayapaokharaii,monument
6199,shaiwanaatha,"Shaiwanaatha is a revered deity in Jainism, often depicted as a fierce protector and the bearer of a sword. He is considered one of the sixteen Virtue Guardians (Shanti-devas) in the Jain pantheon, embodying the virtue of fearlessness. Shaiwanaatha plays a significant role in safeguarding the spiritual welfare of devotees, particularly during their meditative practices, by eliminating distractions and negative influences. His presence instills courage and determination in followers, enabling them to navigate life's challenges with resilience and fortitude.","shaiwanaatha 10200, naepaala",29.43,80.38,naepaala,fort
6200,shaiwapauraii gaau√†¬§¬Å parayaa parayatana tathaa samrakashana phaarama,"Shaiwapauraii GaauⱯ Parayaa Parayatana Tathaa Samrakashana Phaarama is a significant sacred text in Jainism, primarily focusing on the protection and propagation of the Jain faith. It delves into the responsibilities of the four cardinal directions' guardians, known as Dikpālas, and their role in preserving and promoting the Jain religion. The text highlights the importance of upholding Jain principles, rituals, and teachings, ensuring their survival and proliferation for future generations. This scripture significantly contributes to Jainism's cultural and religious heritage, emphasizing the significance of collective efforts in preserving","samaunadaradaewaii 44900, naepaala",27.8183678,85.3350003,naepaala,fort
6201,shaiwapauraii naagaarajauna raashataraiya naikaunyaja,"Shaiwapauraii Naagaarajauna Raashataraiya Naikaunyaja is a revered deity in Hinduism, primarily worshipped in South India. This form of Lord Shiva is considered a symbol of ultimate protection, depicted with 11 faces and 12 arms, holding various weapons and symbols. The name itself signifies the king of serpents (Naagaarajauna), adorned with serpent ornaments, residing in the star constellation of Raashataraiya, and being the embodiment of celibacy (Naikaunyaja). This multifaceted manifestation of Shiva underscores his supremacy and diverse aspects, making","44600, naepaala",27.8129232,85.385934,naepaala,fort
6202,shaiwashakatai chanadaramaaulaeshawara dhaama,"Shaiwashakatai Chanadaramaaulaeshawara Dhaama is a revered Jain temple located in the Kutch region of Gujarat, India. Known for its intricate architectural design and serene atmosphere, the temple is dedicated to Shri Shaiwashakatai, a revered Jain Tirthankara. The temple's key features include its ornate marble carvings, stunning domes, and beautiful pillars, all of which showcase the devotion and craftsmanship of the Jain community. Its significance lies in being a sacred pilgrimage site for Jains, offering a place for spiritual reflection, meditation, and connection with the divine","J5F3+Q24, Unnamed Road, lamakaii chauhaa 10901, naepaala",28.6243918,81.1525764,Unnamed Road,temple
6203,"shaiwathaana manadaira (Shivathan Temple) Amdim, Tehrathum","Shaiwathaana Manadaira, also known as the Shivathan Temple, is a revered Hindu temple located in Amdim, Tehrathum, Nepal. Dedicated to Lord Shiva, this temple is renowned for its unique architectural style, blending traditional Nepali and Hindu elements, and its serene atmosphere that attracts devotees and visitors alike. The temple's significance is further enhanced by the annual Shivaratri festival, which draws large crowds who come to pay homage to Lord Shiva and seek his blessings.","5F5J+F79, 57500, naepaala",27.1586547,87.4807398,57500,temple
6204,shakyajetha arts and digital photo vidwo service baglung,"Shakyajetha Arts and Digital Photo Vidwo Service in Baglung is a renowned studio that offers a wide range of artistic and digital services. Their key features include high-quality photo and video shoots, expert editing, and creative graphic design. The studio is significant for its contribution to preserving memories and promoting local talent in the Baglung district of Nepal. Shakyajetha Arts is a one-stop solution for all your photography, videography, and design needs, known for their professionalism, innovation, and commitment to customer satisfaction.","infront of disteict administration office, baagalaunga 33300, naepaala",28.2660896,83.5971265,baagalaunga,market
6205,shamabhaunaatha manadaira,"Shambhunatha Mandira is a renowned Hindu temple dedicated to Lord Shambhu, another name for Lord Shiva. Located in the ancient city of Kancheepuram, Tamil Nadu, India, this temple is known for its architectural grandeur and spiritual significance. The key features of Shambhunatha Mandira include a massive lingam, the symbol of Lord Shiva, intricately carved sculptures of various deities, and a sacred pond within the temple complex. The temple is considered sacred and attracts devotees from all over the world, who seek the blessings of Lord Shiva for peace, prosperity, and spiritual growth.","JMHP+G8W, shamabhaunaatha 56400, naepaala",26.6288845,86.6857076,shamabhaunaatha,temple
6206,shamasaii,"Shamasaii is a traditional Maasai attire, primarily worn by Maasai morans or warriors. It is a vibrant, colorful blanket-like garment, often adorned with intricate patterns and bold stripes, symbolizing different Maasai clans. Shamasaii is not only a significant element of Maasai culture and identity but also serves as a mark of a moran's bravery and rite of passage. Its distinctive design and cultural significance make it a cherished symbol of the Maasai community.","shamasaii 45700, naepaala",26.8122442,85.7333322,naepaala,historical_site
6207,shamkha paaraka,"Shamkha Paaraka, also known as the Navel Chakra, is the third primary energy center in the human body according to Hindu and Buddhist traditions. It is located around the navel area and is associated with the fire element, digestion, and transformation. The key feature of Shamkha Paaraka is its role in converting raw physical energy into spiritual energy, enabling individuals to tap into their inner strength and vitality. Its significance lies in its capacity to facilitate emotional stability, mental clarity, and spiritual growth.","Bhedetar - Rajarani - Rabi - Ranke, bhaedaetaara 56804, naepaala",26.8578935,87.32085,bhaedaetaara,historical_site
6208,shamkhadhara shakhawaa mauuratai,"Shamkhadhara Shakhawaa Mauuratai is a revered deity in the Bon religion, which is the indigenous religion of Tibet. This deity is considered to be the embodiment of wisdom and compassion, and is often depicted as a figure with a bird's head and a human body. Shamkhadhara Shakhawaa Mauuratai is believed to have the power to grant wishes and bestow blessings, and is frequently invoked in rituals and ceremonies for protection, healing, and spiritual growth. The deity is also associated with the element of air, and is believed to have a connection to the natural world and the cycle of life and death.","M9FP+94R, madhayapaura thaimai, naepaala",27.673491,85.3852731,madhayapaura thaimai,fort
6209,shamkhamaula paaraka,"Shamkhamaula Paaraka is a revered deity in Hinduism, specifically in the Shaktism tradition. She is depicted as a four-armed goddess, holding a conch, a discus, a lotus, and making the fear-dispelling gesture. Shamkhamaula Paaraka is considered a form of the fierce and powerful goddess Durga, embodying courage, strength, and protection. Her significance lies in her role as a defender against evil forces, providing spiritual empowerment and symbolizing the victory of good over bad.","kaathamaadaauँ 44600, naepaala",27.6788847,85.3312506,naepaala,trek
6210,"shankharapur-3, Dhoksan","Shankharapur-3, Dhoksan is a ward located in the Shankharapur municipality of Kathmandu district, Nepal. It is known for its rich cultural heritage and historical significance, with several ancient temples and monasteries situated within its boundaries. The ward is primarily residential, with a mix of traditional Newari houses and modern buildings, and is home to a diverse and vibrant community. Shankharapur-3, Dhoksan is also known for its scenic beauty, with views of the surrounding mountains and lush greenery, making it a desirable location for residents and visitors alike.","PGP3+9G, shangakharaapaura 44812, naepaala",27.735968,85.503829,shangakharaapaura,temple
6211,sharaii amaranaaraayana manadaira,"Shraii Amaranaaraayana Manadaira is a sacred Hindu text that is part of the Pancharatra Agama tradition. It is dedicated to Lord Vishnu, specifically in his form as Narayana, and is considered a significant source of knowledge on rituals, cosmology, and philosophy. The text emphasizes the path of devotion (bhakti) and provides detailed guidelines for temple construction, daily worship, and other religious practices, making it a key reference for Vaishnavism.","VG9X+46J, taanasaena 32500, naepaala",27.8678362,83.5480168,taanasaena,temple
6212,sharaii baagaeshawaraii mamdaira,"Sharaii Baagaeshawaraii Mamdaira is a significant cultural event in the Maasai community, held annually to initiate young boys into warriorhood. During this ceremony, boys aged between 12 and 25 undergo various rites of passage, including cattle jumping, singing, dancing, and learning warrior skills. This tradition not only marks their transition into adulthood but also strengthens community bonds and preserves Maasai heritage.","naepaalaganyaja 21900, naepaala",28.0617648,81.6237633,naepaala,historical_site
6213,sharaii baaijanaatha manadaira baanaii,"Sharaii Baaijanaatha Manadaira Baanaii is an ancient and sacred Tamil text, believed to have been composed over 2000 years ago. It is a significant scripture in the Shaiva Siddhanta philosophy, providing detailed insights into the principles of Shaivism, the nature of the Supreme Being (Lord Shiva), and the path to liberation. The text is renowned for its poetic beauty, profound wisdom, and intricate exposition of the 256 Tamil Saiva Agamas, making it a crucial reference for Tamil Shaiva traditions.","kaृshanapaura 10400, naepaala",28.8500966,80.4212258,naepaala,historical_site
6214,sharaii baaijanaatha manadaira shaukalaaphaamtaa nagarapaalaikaa √†¬•¬¶√†¬•¬≠ saimalaphaamtaa,"Sharaii Baaijanaatha Manadaira Shaukalaaphaamtaa Saimalaphaamtaa refers to the elegant and majestic lion-like guardians, often found in South Asian architecture and art. These guardians are characterized by their muscular bodies, fierce expressions, and intricate ornamentation, symbolizing power, protection, and royal authority. Their presence signifies the sanctity and importance of the structures they guard, such as temples, palaces, and monasteries, and they are deeply rooted in the cultural and religious traditions of the region.","Shuklaphanta Municiapality Ward No. 7, Shimaphanta 10400, naepaala",28.9451469,80.3439024,Shimaphanta,temple
