id,name,description,Description_Length
3555,Sailungeshwor Mahadev,"Sailungeshwor Mahadev is a well-known location, located at HX6F+HRR, shaailaungaeshawaora 45500, naepaala. It offers a variety of experiences for visitors.",155
5641,mataihaanaii,"mataihaanaii is a well-known location, located at mataihaanaii, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",155
4572,apaihaimaala,"apaihaimaala is a well-known location, located at apaihaimaala, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",155
4910,daaramaakaota,"daaramaakaota is a well-known location, located at daaramaakaota, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",155
5208,jaaimauunaii,"jaaimauunaii is a well-known location, located at jaaimauunaii, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",155
4087,Suryodaya Adventures,"Suryodaya Adventures is a well-known location, located at Biring, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",155
4707,baradahawaa,"baradahawaa is a well-known location, located at C8JQ+6F4, 32900, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",155
5564,mahaadaebha,"mahaadaebha is a well-known location, located at RR25+RV7, 21600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",155
6112,saunaapataii,"saunaapataii is a well-known location, located at saunaapataii, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",155
6002,sadara chaidaiyaakhaanaa,"sadara chaidaiyaakhaanaa is a well-known location, located at Jawalakhel Rd, lalaitapaura 44600, naepaala. It offers a variety of experiences for visitors.",155
5684,naaumaulae,"naaumaulae is a well-known location, located at naaumaulae 21600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",155
5325,kaathamaadaaum darabaara kashaetara,"kaathamaadaaum darabaara kashaetara is a well-known location, located at kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",155
2815,"Naukunda-6,","Naukunda-6, is a well-known location, located at bhaoralae 45000, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",155
2756,Nagi dada,"Nagi dada is a well-known location, located at 985G+3V8, 56900, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",155
5466,laahaurae taaà¤saiekao bhaira,"laahaurae taaà¤saiekao bhaira is a well-known location, located at V4XM+H3M, saitaapaura 32700, naepaala. It offers a variety of experiences for visitors.",155
4804,chaanajaa,"chaanajaa is a well-known location, located at 5RW3+X3, sairapaa, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",155
1751,Jama Masjid Rahmaniya,"Jama Masjid Rahmaniya is a well-known location, located at GC4X+GQ8, saidadhaarathanagara 32900, naepaala. It offers a variety of experiences for visitors.",155
5119,ghayaamapaadaamdaa,"ghayaamapaadaamdaa is a well-known location, located at molung 5, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",155
5127,haata,"haata is a well-known location, located at haata 10200, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",154
5973,rauurauu,"rauurauu is a well-known location, located at rauurauu, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",154
5975,saabarau elaaehaiima manadalaii,"saabarau elaaehaiima manadalaii is a well-known location, located at 8Q2X+WF, khaaramaii 56200, naepaala. It offers a variety of experiences for visitors.",154
5321,kaasakaiikaota paikanaika sapata,"kaasakaiikaota paikanaika sapata is a well-known location, located at 7W8G+Q4, paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",154
5540,madaanae,"madaanae is a well-known location, located at madaanae, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",154
4780,bhasamaasaura daaà¤daa,"bhasamaasaura daaà¤daa is a well-known location, located at J6XM+R9G, dakashainakaalaii 44600, naepaala. It offers a variety of experiences for visitors.",154
2932,Nijgadh,"Nijgadh is a well-known location, located at naijagadha 44401, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",154
1877,Jorpokhari,"Jorpokhari is a well-known location, located at 6R68+GWP, 57400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",154
4888,chill hill's,"chill hill's is a well-known location, located at paatana 10200, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",154
4971,daulalau,"daulalau is a well-known location, located at daulalau, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",154
5473,laangagataangaga raashataraiya naikaunyaja,"laangagataangaga raashataraiya naikaunyaja is a well-known location, located at Helambu, 45007, naepaala. It offers a variety of experiences for visitors.",154
4970,dauhauà¤,"dauhauà¤ is a well-known location, located at dauhauà¤, 10100, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",154
4371,Tugiraa,"Tugiraa is a well-known location, located at Saud kada, 10800, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",154
5799,paipaulasa paaraka,"paipaulasa paaraka is a well-known location, located at Rapti 9, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",154
6345,taraibaenaii,"taraibaenaii is a well-known location, located at taraibaenaii, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",153
1584,Hemraj's House,"A private residence or potentially a cultural landmark associated with a person named Hemraj. It may have historical, cultural, or familial significance.",153
6054,saimakaota,"saimakaota is a well-known location, located at saimakaota, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",153
2430,Mahalbari Mosque (Masajaida),"A mosque located in Mahalbari, Nepal, offering prayer services for the local Muslim community. Mahalbari Mosque is a site of worship, religious education",153
4755,bhagaaha,"bhagaaha is a well-known location, located at bhagaaha, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",153
4540,aarauughaata,"aarauughaata is a well-known location, located at aarauughaata, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",153
4130,Taarakeshor Mahadev Temple,"Taarakeshor Mahadev Temple is a well-known location, located at 8477+7JC, raamaechhaapa 45400, naepaala. It offers a variety of experiences for visitors.",153
3994,Soti Khola Bazar,"Soti Khola Bazar is a well-known location, located at 4VP3+JXG, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",153
5619,manathalaii,"manathalaii is a well-known location, located at manathalaii, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",153
3942,Siraha Church,"Siraha Church is a well-known location, located at M645+4FJ, à¥¨ nam. raoda, sairaahaa 56500, naepaala. It offers a variety of experiences for visitors.",152
4582,athawaa paaraka,"athawaa paaraka is a well-known location, located at 6PG2+QW9, Unnamed Road, kaushamaa 33400, naepaala. It offers a variety of experiences for visitors.",152
1096,Dhobhan,"Dhobhan is a well-known location, located at MV49+V9J, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",152
4800,chaamae,"chaamae is a well-known location, located at chaamae, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",152
839,Chhumber jharna,"Chhumber jharna is a well-known location, located at WMRQ+XM5, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",152
4558,amaragadhaii kailalaa,"amaragadhaii kailalaa is a well-known location, located at 7HXP+VFP, H14, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors.",152
5992,saayala,"saayala is a well-known location, located at saayala, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",152
2881,Nepalese fine art gallery,"Nepalese fine art gallery is a well-known location, located at VH94+63F, Tansen mission road, naepaala. It offers a variety of experiences for visitors.",152
5465,kusunti Kumar Mandir,"kusunti Kumar Mandir is a well-known location, located at nan. It is known for being a  Religious Site. It offers a variety of experiences for visitors.",152
5824,paokharaa akawaayaraiyama,"paokharaa akawaayaraiyama is a well-known location, located at Nayabazar Rd, paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",152
4019,Stone Park,"Stone Park is a well-known location, located at jairaii 45500, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",152
4816,chaautaaraa baudadha paaraka,"chaautaaraa baudadha paaraka is a well-known location, located at Q828+5P, Tarakeshwar 45306, naepaala. It offers a variety of experiences for visitors.",152
5624,maodaii,"maodaii is a well-known location, located at maodaii, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",152
4768,bhajanaii,"bhajanaii is a well-known location, located at bhajanaii, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",151
6308,taelaiiwaa paokharaii,"taelaiiwaa paokharaii is a well-known location, located at PR47+FX7, daamahaiimaraaii 45700, naepaala. It offers a variety of experiences for visitors.",151
5766,paanaiikao inaara,"paanaiikao inaara is a well-known location, located at WX47+G975, WX47+G7, maithailaa 45600, naepaala. It offers a variety of experiences for visitors.",151
6331,talakaota,"talakaota is a well-known location, located at talakaota, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",151
5138,hailasaa,"hailasaa is a well-known location, located at hailasaa 21000, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",151
3712,Shakti Trek - Bhorletar,"Shakti Trek - Bhorletar is a well-known location, located at 5688+9WG, bhaoralaetaara 33700, naepaala. It offers a variety of experiences for visitors.",151
2729,NECHA,"NECHA is a well-known location, located at 9J3P+M7F, naechaa baetaghaaraii baidaesaii 56000, naepaala. It offers a variety of experiences for visitors.",151
4539,aaraughaata,"aaraughaata is a well-known location, located at aaraughaata, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",151
4683,balaephaii,"balaephaii is a well-known location, located at balaephaii, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",151
4890,da waonadaralayaanada,"da waonadaralayaanada is a well-known location, located at J8H4+37, kaarayawainaayaka 44700, naepaala. It offers a variety of experiences for visitors.",151
5311,kaalaikaota,"kaalaikaota is a well-known location, located at kaalaikaota, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",151
3935,"Sinja Valley , Jumla","Sinja Valley , Jumla is a well-known location, located at C268+HR, kanakaasaunadaraii 21200, naepaala. It offers a variety of experiences for visitors.",151
5960,raohainaii,"raohainaii is a well-known location, located at raohainaii, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",151
6212,sharaii baagaeshawaraii mamdaira,"sharaii baagaeshawaraii mamdaira is a well-known location, located at naepaalaganyaja 21900, naepaala. It offers a variety of experiences for visitors.",151
4293,Tihuni,"Tihuni is a well-known location, located at F5V6+5XQ, 21800, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",150
4258,"Thekitol, Morang, madrasa","Thekitol, Morang, madrasa is a well-known location, located at C9G6+HQ, paokharaiyaa 56600, naepaala. It offers a variety of experiences for visitors.",150
6460,yau ena paaraka,"yau ena paaraka is a well-known location, located at M8PG+6GJ, Park Ln, lalaitapaura 44700, naepaala. It offers a variety of experiences for visitors.",150
5185,iisamaa,"iisamaa is a well-known location, located at iisamaa, 32600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",150
5464,kushma Bungee,"kushma Bungee  is a well-known location, located at nan. It is known for being a  Tourist Attraction. It offers a variety of experiences for visitors.",150
6178,shahaiida samaaraka paaraka,"shahaiida samaaraka paaraka is a well-known location, located at CXVX+2R, haetaaudaa 44100, naepaala. It offers a variety of experiences for visitors.",150
5753,okhaladhaungagaa taudaikhaela,"okhaladhaungagaa taudaikhaela is a well-known location, located at saidadhaicharana 56100, naepaala. It offers a variety of experiences for visitors.",149
4148,Tamghas masjid,"Tamghas masjid is a well-known location, located at 369R+37F, Tamghas, raesaungagaa 32600, naepaala. It offers a variety of experiences for visitors.",149
4152,Tanahunsur Village,"Tanahunsur Village is a well-known location, located at Bhanu Marg, tanahauà¤saura 19503, naepaala. It offers a variety of experiences for visitors.",149
5687,nabin,"nabin is a well-known location, located at 8QFF+PCF, 10800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",149
4001,Sri Durga Temple,Religious Site Sir Durga Temple is the Holy temple of hindu people specially to worship for God Durga. This Temple is opened during Dashain fastival.,149
4974,daunaai,"daunaai is a well-known location, located at daunaai 21400, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",149
5242,jalaeshawara mahaadaewa manadaira,"jalaeshawara mahaadaewa manadaira is a well-known location, located at jalaeshawara 45700, naepaala. It offers a variety of experiences for visitors.",149
5257,jaogamaai,"jaogamaai is a well-known location, located at jaogamaai, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",149
2910,"New India Church of God, Dedaldura, Nepal","New India Church of God, Dedaldura, Nepal is a well-known location, located at H14, 10300, naepaala. It offers a variety of experiences for visitors.",149
5035,gaaimdaa parataimaa,"gaaimdaa parataimaa is a well-known location, located at HFGV+WJX, rataâ€nanagara 44204, naepaala. It offers a variety of experiences for visitors.",148
2971,Norbu Art Gallery,"Norbu Art Gallery is a well-known location, located at Khumjung Marg, khaumajaumga 56000, naepaala. It offers a variety of experiences for visitors.",148
3954,Sisne Khola Picnic Spot,"Sisne Khola Picnic Spot is a well-known location, located at 2GG6+JM4, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors.",148
5202,ithaulaii phalachaa:,"ithaulaii phalachaa: is a well-known location, located at MC8X+PPV, Unnamed Road, 44800, naepaala. It offers a variety of experiences for visitors.",147
6398,top,"top is a well-known location, located at 5C2M+MPF, 22100, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",147
4449,Viral Malneta Picnic Spot,"Viral Malneta Picnic Spot is a well-known location, located at C59Q+HP, shaaradaa 22200, naepaala. It offers a variety of experiences for visitors.",147
5843,parasaa,"parasaa is a well-known location, located at parasaa, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",147
5219,jaanakaii,"jaanakaii is a well-known location, located at jaanakaii, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",147
5527,maalaikaa,"maalaikaa is a well-known location, located at maalaikaa, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",147
5941,raaraa,"raaraa is a well-known location, located at raaraa 21100, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",147
2731,NEW AQARIUM Center,"NEW AQARIUM Center is a well-known location, located at Hospital Rd, lalaitapaura 44700, naepaala. It offers a variety of experiences for visitors.",147
4676,bajhaanga,"bajhaanga is a well-known location, located at bajhaanga, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",147
5603,manaanga,"manaanga is a well-known location, located at manaanga, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",147
5401,kauwaapaanaii daaà¤daa,"kauwaapaanaii daaà¤daa is a well-known location, located at FWMP+VM3, haetaaudaa 44100, naepaala. It offers a variety of experiences for visitors.",147
1746,Jama Masjid Baluwa,"Jama Masjid Baluwa is a well-known location, located at MW9G+J57, kanyachanaraupa 56400, naepaala. It offers a variety of experiences for visitors.",147
5727,nara,"nara is a well-known location, located at nara, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",146
3779,"Shiva Temple, Okahdlhunga","Shiva Temple, Okahdlhunga is a well-known location, located at 56100, saidadhaicharana, naepaala. It offers a variety of experiences for visitors.",146
3957,Sisnepatal Salyan,"Sisnepatal Salyan is a well-known location, located at CXVJ+QX, maajha kaaà¤daa 22200, naepaala. It offers a variety of experiences for visitors.",146
4837,chaiyaabaaraii kataeja,"chaiyaabaaraii kataeja is a well-known location, located at WW7G+VFM Ilam, Bazar 57300, naepaala. It offers a variety of experiences for visitors.",146
3980,Solukhumbu district,"Solukhumbu district is a well-known location, located at GH2P+VC9, daudhakaunada 56000, naepaala. It offers a variety of experiences for visitors.",146
1818,"Jayaprithvinagar, Bajhang","Jayaprithvinagar, Bajhang is a well-known location, located at G4J3+W93, kadaela 10500, naepaala. It offers a variety of experiences for visitors.",146
6342,taraeka naepaala,"taraeka naepaala is a well-known location, located at p886+429, kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",146
2877,Nepal udaypur gaighat,"Nepal udaypur gaighat is a well-known location, located at QMX7+4MJ, taraiyaugaa 56300, naepaala. It offers a variety of experiences for visitors.",146
5853,pashaupataii manadaira,"pashaupataii manadaira is a well-known location, located at C29M+MFM, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors.",146
5105,ghaasakao maelaa-bhaudadaiisalalaa,"ghaasakao maelaa-bhaudadaiisalalaa is a well-known location, located at 9QPW+3R, 10200, naepaala. It offers a variety of experiences for visitors.",146
3609,Sankata Mandir,"Sankata Mandir is a well-known location, located at nan. It is known for being a  Religious Site. It offers a variety of experiences for visitors.",146
5644,mauchauu,"mauchauu is a well-known location, located at mauchauu, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",145
1756,"Jama Masjid,Purab Tola","Jama Masjid,Purab Tola is a well-known location, located at J5VV+XX7, sairaahaa 56500, naepaala. It offers a variety of experiences for visitors.",145
2657,Modibeni,"Modibeni is a well-known location, located at Modibeni, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",145
6315,taikaaulaii jamgala,"taikaaulaii jamgala is a well-known location, located at JFG7+9CV, bharatapaura 44204, naepaala. It offers a variety of experiences for visitors.",145
5638,mashataa,"mashataa is a well-known location, located at mashataa, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",145
6044,saiijaii shaashawatadhaama,"saiijaii shaashawatadhaama is a well-known location, located at 33004, Dumkauli 33004, naepaala. It offers a variety of experiences for visitors.",145
4682,balaaraa,"balaaraa is a well-known location, located at balaaraa, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",145
4646,baetanaa saimasaara,"baetanaa saimasaara is a well-known location, located at MC5J+PR8, baelawaaraii 56600, naepaala. It offers a variety of experiences for visitors.",145
5581,mahaawau,"mahaawau is a well-known location, located at mahaawau, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",145
6309,taiikaapaura paaraka,"taiikaapaura paaraka is a well-known location, located at F4PH+P63, taikaapaura 10901, naepaala. It offers a variety of experiences for visitors.",145
4097,Swanga Chibha,"Swanga Chibha is a well-known location, located at nan. It is known for being a  Religious Site. It offers a variety of experiences for visitors.",145
5189,ilaama bhayauu taawara,"ilaama bhayauu taawara is a well-known location, located at Panitanki, iilaama 57300, naepaala. It offers a variety of experiences for visitors.",144
4363,Triswambhu Chaitya,"Triswambhu Chaitya is a well-known location, located at nan. It is known for being a  Monument. It offers a variety of experiences for visitors.",144
4839,chakhaewaa CHAKHEWA,"chakhaewaa CHAKHEWA is a well-known location, located at 5WXH+W66, bhaojapaura 57000, naepaala. It offers a variety of experiences for visitors.",144
5774,paatana darabaara kashaetara,"paatana darabaara kashaetara is a well-known location, located at lalaitapaura 44600, naepaala. It offers a variety of experiences for visitors.",144
5172,haupaii layaanada jala udayaana,"haupaii layaanada jala udayaana is a well-known location, located at Kathmandu 44600, naepaala. It offers a variety of experiences for visitors.",144
1014,Deutibajai temple,"Deutibajai temple is a well-known location, located at JF25+J9Q, Kushadevi -1, 45200, naepaala. It offers a variety of experiences for visitors.",144
117,Alita place,"Alita Place, located at 3MHJ+6H8 in Payauuthaana 22300, Nepal, is recognized as a historic site offering a variety of experiences for visitors. ",144
4134,Tago Chibha,"Tago Chibha is a well-known location, located at nan. It is known for being a  Religious Site. It offers a variety of experiences for visitors.",143
4159,Tanki Manang,"Tanki Manang is a well-known location, located at M2C7+H8M, manaanga gaawaisa 33500, naepaala. It offers a variety of experiences for visitors.",143
3582,"Salyan , Pipalneta","Salyan , Pipalneta is a well-known location, located at Santi Road, shaaradaa 22200, naepaala. It offers a variety of experiences for visitors.",143
2949,Niwachaba Picnic Spot,"Niwachaba Picnic Spot is a well-known location, located at 3M3G+WC5, yaasaoka 57400, naepaala. It offers a variety of experiences for visitors.",143
4230,The Dhangadhi 3D Art Museum,"The Dhangadhi 3D Art Museum is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors.",143
5653,mauramaa sairaana,"mauramaa sairaana is a well-known location, located at G2PQ+FWM, Rara lake, raaraa, naepaala. It offers a variety of experiences for visitors.",142
4700,baraahakashaetara manadaira,"baraahakashaetara manadaira is a well-known location, located at baraahakashaetara, naepaala. It offers a variety of experiences for visitors.",142
5288,kaabharaepalaanachaoka,"kaabharaepalaanachaoka is a well-known location, located at kaabharaepalaanachaoka, naepaala. It offers a variety of experiences for visitors.",142
5821,panyachakaota baagalaungaga,"panyachakaota baagalaungaga is a well-known location, located at baagalaunga 33300, naepaala. It offers a variety of experiences for visitors.",142
3611,Sankha Rukum,"Sankha Rukum is a well-known location, located at Sankha 7 Rukum, Musikot 7, 22000, naepaala. It offers a variety of experiences for visitors.",142
5994,saaà¤dhautaara paamchathara,"saaà¤dhautaara paamchathara is a well-known location, located at phaidaima 57400, naepaala. It offers a variety of experiences for visitors.",141
6439,wana waataikaa,"wana waataikaa is a well-known location, located at MF3J+3XV, tailaotatamaa 32907, naepaala. It offers a variety of experiences for visitors.",141
5593,maitaeraii paaraka,"maitaeraii paaraka is a well-known location, located at 6X28+GFV, paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",141
2822,Navjiwan Church,"Navjiwan Church is a well-known location, located at MR32+25X, jalaeshawara 45700, naepaala. It offers a variety of experiences for visitors.",141
5369,kaotaghara,"kaotaghara is a well-known location, located at M6R7+XQX, chanadaraagairaii 44600, naepaala. It offers a variety of experiences for visitors.",141
4421,Upper Dolpo Nepal,"Upper Dolpo Nepal is a well-known location, located at Saldang 21400 Dolpo, 21400, naepaala. It offers a variety of experiences for visitors.",141
4419,Upper Dolpa Trek,"Upper Dolpa Trek is a well-known location, located at C3MW+7X9, saaladaanga 21400, naepaala. It offers a variety of experiences for visitors.",141
5279,jhaapaa chaoka,"jhaapaa chaoka is a well-known location, located at G3QP+QPG, bhadarapaura 57200, naepaala. It offers a variety of experiences for visitors.",140
5217,jaamae masajaida,"jaamae masajaida is a well-known location, located at C2GP+MGQ, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors.",140
5912,raajakaaà¤daa,"raajakaaà¤daa is a well-known location, located at VVHQ+XXX, maohanayaala 10900, naepaala. It offers a variety of experiences for visitors.",140
4323,Tokha Keba Fun Park,"Tokha Keba Fun Park is a well-known location, located at Q86H+4MH, taokhaa 44608, naepaala. It offers a variety of experiences for visitors.",140
5441,khaotaamga bajaara,"khaotaamga bajaara is a well-known location, located at khaotaamga bajaara 56200, naepaala. It offers a variety of experiences for visitors.",140
3998,SouthS ART gallery,"SouthS ART gallery is a well-known location, located at J87G+9PG, thaechao 44700, naepaala. It offers a variety of experiences for visitors.",140
2476,Makalu Base Camp Trek,"A challenging and scenic trek to the base camp of Mount Makalu, offering stunning views and a chance to experience the wilderness of Nepal.",139
5340,kakanaii bhayauu pawaainata,"kakanaii bhayauu pawaainata is a well-known location, located at kakanaii 44900, naepaala. It offers a variety of experiences for visitors.",139
4202,Thamdanda,"Thamdanda is a well-known location, located at 8GJ8+692, saidadhaicharana 56100, naepaala. It offers a variety of experiences for visitors.",139
4889,christian house,"christian house is a well-known location, located at WMJ8+H45, thaamapaalakaota, naepaala. It offers a variety of experiences for visitors.",139
5350,kamala daha,"kamala daha is a well-known location, located at JJ8G+M67, raukaumakaota 22000, naepaala. It offers a variety of experiences for visitors.",138
5445,khapatada raashataraiya naikaunyaja,"khapatada raashataraiya naikaunyaja is a well-known location, located at 10800, naepaala. It offers a variety of experiences for visitors.",138
3926,Sindhupalchowk,"Sindhupalchowk is a well-known location, located at WMJ8+H45, thaamapaalakaota, naepaala. It offers a variety of experiences for visitors.",138
5439,khaolayaanga,"khaolayaanga is a well-known location, located at 4RC7+P9, raanaiitaara 57400, naepaala. It offers a variety of experiences for visitors.",137
5782,paaà¤cha paokharaii,"paaà¤cha paokharaii is a well-known location, located at 2PR8+QJ5, gaolachae, naepaala. It offers a variety of experiences for visitors.",137
2529,Mangala Ghat Suspended Bridge,"A suspended bridge located near the Mangala Ghat, providing access to the area while offering scenic views of the river and surroundings.",137
3569,Salhesh Temple,"Salhesh Temple is a well-known location, located at M646+V99, sairaahaa 56500, naepaala. It offers a variety of experiences for visitors.",137
2917,New kachan,"New kachan is a well-known location, located at 94VF+WJR, namarajaumga 33700, naepaala. It offers a variety of experiences for visitors.",136
6215,sharaii baehadaa baabaa manadaira,"sharaii baehadaa baabaa manadaira is a well-known location, located at 10900, naepaala. It offers a variety of experiences for visitors.",136
5,"
Bala Guru Shadananda","Bala Guru Sadananda's shrine at his Ashram in Dingla, Bhojpur Rudraksha, which has an important role in Hindu spirituality and wellness.",136
3647,Sarkari ban(pala),"Sarkari ban(pala) is a well-known location, located at 7GCV+W4, paalaa 33300, naepaala. It offers a variety of experiences for visitors.",136
2525,Manekharka Church,"A Christian church located in the Manekharka region, serving the local Christian community with worship services and spiritual guidance.",136
5943,raaraa taala,"raaraa taala is a well-known location, located at raaraa taala, raaraa 21100, naepaala. It offers a variety of experiences for visitors.",136
2797,Nareshwor gorkha,"Nareshwor gorkha is a well-known location, located at M975+J48, Gorkha 44600, naepaala. It offers a variety of experiences for visitors.",136
5134,haila paaraka,"haila paaraka is a well-known location, located at MFWC+8M8, bautawala 32907, naepaala. It offers a variety of experiences for visitors.",136
4164,Taplejung,"Taplejung is a well-known location, located at 9M37+X97, phaungalainga 57500, naepaala. It offers a variety of experiences for visitors.",136
3749,Shesnath,"Shesnath is a well-known location, located at Ganeshthan, bharatapaura 44200, naepaala. It offers a variety of experiences for visitors.",136
4328,Torchi's garden,"Torchi's garden is a well-known location, located at Mugu - 4, maugau 21100, naepaala. It offers a variety of experiences for visitors.",135
4187,"Temple ,achham","Temple ,achham is a well-known location, located at 53QJ+F6, saakaota 10700, naepaala. It offers a variety of experiences for visitors.",135
4906,daanaabaaraii,"daanaabaaraii is a well-known location, located at R8HG+CCH, dharaana 56700, naepaala. It offers a variety of experiences for visitors.",135
4319,Tirtha bhaira,"Tirtha bhaira is a well-known location, located at R89F+CW8, dharaana 56700, naepaala. It offers a variety of experiences for visitors.",135
6019,sagaramaathaa raashataraiya naikaunyaja,"sagaramaathaa raashataraiya naikaunyaja is a well-known location, located at naepaala. It offers a variety of experiences for visitors.",135
120,Alpha Church,"Alpha Church is a well-known location, located at J5H4+8P, lamakaii chauhaa, naepaala. It offers a variety of experiences for visitors.",135
109,Akmal mahira,"Akmal Mahira, located at CHXG+RRP in Gaowainadapaura, Nepal, is recognized as a museum offering a variety of experiences for visitors.",134
1139,Dolakha Church,"Dolakha Church is a well-known location, located at G4VX+Q7M, haawaa 45500, naepaala. It offers a variety of experiences for visitors.",134
4708,baradaiyaa raashataraiya naikaunyaja,"baradaiyaa raashataraiya naikaunyaja is a well-known location, located at naepaala. It offers a variety of experiences for visitors.",132
6079,samsaraii daaà¤daa,"samsaraii daaà¤daa is a well-known location, located at XQHQ+2GV, 57300, naepaala. It offers a variety of experiences for visitors.",132
4068,Suntale,"Suntale is a well-known location, located at 63J5+VHH, bhaojapaura 57000, naepaala. It offers a variety of experiences for visitors.",132
2482,Makwanpurgadhi,"A historic site and former fort located in the Makwanpur district, offering a glimpse into Nepal’s past with its ancient structures.",132
1085,Dharma Peak,"Dharma Peak is a well-known location, located at CRQC+Q65, Sautang 56000, naepaala. It offers a variety of experiences for visitors.",132
6453,yaipapaii layaanada,"yaipapaii layaanada is a well-known location, located at itaharaii 56705, naepaala. It offers a variety of experiences for visitors.",132
4834,chaitawana raashataraiya naikaunyaja,"chaitawana raashataraiya naikaunyaja is a well-known location, located at naepaala. It offers a variety of experiences for visitors.",132
4257,Thehe humla,"Thehe humla is a well-known location, located at 5X8G+V47, thaehae 21000, naepaala. It offers a variety of experiences for visitors.",132
4477,Women's trek Nepal,"Women's trek Nepal is a well-known location, located at paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",131
5181,iijara,"iijara is a well-known location, located at 8JCP+7G, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors.",131
5402,kauwainadae khaeta,"kauwainadae khaeta is a well-known location, located at paokharaa 33700, naepaala. It offers a variety of experiences for visitors.",131
5110,ghanataaghara,"ghanataaghara is a well-known location, located at waiiraganyaja 44300, naepaala. It offers a variety of experiences for visitors.",130
6283,taala talayaa,"taala talayaa is a well-known location, located at P822+323, itaharaii, naepaala. It offers a variety of experiences for visitors.",130
